score_id,score_label,stage,n_cells,mean,median,q1,q3,min,max
Luteinizing_hormone,Luteinizing hormone Score,LC_a,7003,0.1198434670720801,0.0,0.0,0.0,0.0,2.240438938140869
Luteinizing_hormone,Luteinizing hormone Score,LC_b,650,0.19701945905502025,0.0,0.0,0.4466504380106926,0.0,1.7872686386108398
Luteinizing_hormone,Luteinizing hormone Score,LC_c,601,2.015707501159135,2.1887364387512207,0.9156875014305115,3.0039762258529663,0.0,4.758078336715698
Steroid_metabolism,Steroid Metabolism Score,LC_a,7003,0.16533592086289076,0.1637846827507019,0.0,0.281469206015269,0.0,1.16105322043101
Steroid_metabolism,Steroid Metabolism Score,LC_b,650,0.18060637029317697,0.1796526511510213,0.0,0.2963569710652033,0.0,0.75125785668691
Steroid_metabolism,Steroid Metabolism Score,LC_c,601,1.1937204988480135,1.2667271693547566,0.7047341267267863,1.6376270651817322,0.0,2.6387216647466025
Glucocorticoid_receptor_pathway,Glucocorticoid receptor pathway score,LC_a,7003,0.5892557764026108,0.0,0.0,1.3206202983856201,0.0,3.4199001789093018
Glucocorticoid_receptor_pathway,Glucocorticoid receptor pathway score,LC_b,650,0.4641328251820344,0.0,0.0,1.0321785807609558,0.0,3.1805167198181152
Glucocorticoid_receptor_pathway,Glucocorticoid receptor pathway score,LC_c,601,0.2666468227068319,0.0,0.0,0.44350582361221313,0.0,2.2732386589050293
