direction,group,Description,ID,Count,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,minus_log10_pvalue,minus_log10_p_adjust,geneID
Down,KS,cellular respiration,GO:0045333,37,37/864,230/18723,2.93e-11,3.61e-08,3.17e-08,10.53313237964589,7.442492798094342,NDUFS1/MDH1/CCNB1/CISD1/SUCLG2/NDUFB2/CYCS/MSH2/NNT/ISCU/GHITM/SUCLA2/COX7A2/COX5B/NDUFAB1/COQ10B/NDUFA4/NDUFA8/PARK7/NDUFA12/BNIP3/HIF1A/DNAJC15/IFNAR1/ATP5PF/NDUFB5/PDHB/ATP5F1C/SUCLG1/ATP5MF/UQCC2/ATP5PB/DLD/ATP5F1E/COX7A2L/UQCR10/IDH1
Down,KS,cadherin binding,GO:0045296,45,45/888,332/18368,3.81e-10,3.3e-07,2.92e-07,9.41907502432438,6.481486060122113,ZC3H15/LDHA/FNBP1L/DDX6/TWF1/CTTN/CAPZB/FLNB/MYH9/HSPA5/CHMP2B/HSPA8/USO1/SH3GLB1/EPCAM/DHX29/GLOD4/PARK7/TMOD3/ITGB1/PSMB6/CCT8/RDX/ARHGAP18/CKAP5/ENO1/CLINT1/TJP1/EIF2A/EIF4G2/UBAP2/RAN/MAPRE1/SLK/BZW1/YWHAE/LIMA1/KTN1/CNN3/EIF5/EZR/CD46/KRT18/IDH1/CTNNAL1
Down,KS,steroid biosynthetic process,GO:0006694,29,29/864,173/18723,1.52e-09,1.48e-06,1.3e-06,8.818156412055227,5.8297382846050425,ERLIN1/SOD1/HSD17B3/HSD17B11/ASAH1/FDXR/FDFT1/AKR1B1/ACAA2/DKKL1/OSBPL3/CYP51A1/HSD3B2/SCARB1/IDI1/EBP/HMGCR/SC5D/SQLE/DHCR7/CYB5R3/HMGCS1/FDX1/TM7SF2/HSD17B6/MSMO1/CYP11A1/DHCR24/CYP17A1
Down,KS,ATP metabolic process,GO:0046034,38,38/864,277/18723,1.8e-09,1.48e-06,1.3e-06,8.744727494896694,5.8297382846050425,NDUFS1/CLPX/TPI1/LDHA/CCNB1/STAT3/NDUFB2/CYCS/MSH2/HSPA8/ISCU/GHITM/COX7A2/COX5B/ATP5MC1/NDUFAB1/NDUFA4/NDUFA8/DNM1L/PARK7/NDUFA12/HIF1A/ATP6V1A/PARP1/LDHC/DNAJC15/ATP5PF/NDUFB5/ENO1/ATP5F1C/ATP5MF/UQCC2/ATP5PB/DLD/ATP5F1E/TMSB4X/COX7A2L/UQCR10
Down,KS,mitochondrial matrix,GO:0005759,53,53/895,480/19550,2.88e-09,1.83e-06,1.4e-06,8.540607512240769,5.73754891026957,NDUFS1/CLPX/ISCA1/CCNB1/TFAM/PPM1K/SDHAF3/GFM1/SUCLG2/SOD1/RARS2/TXN2/HIBCH/PDSS2/VDAC1/ISCU/HAGH/FDXR/PPA2/SUCLA2/NDUFAB1/ACAA2/TRNT1/TSFM/PARK7/ACADM/DAP3/GRPEL1/DNAJC15/ETFA/REXO2/PDHB/SOD2/ATP5F1C/SUCLG1/ACAT1/UQCC2/HADHA/PDK4/ATP5PB/DLD/ATP5F1E/HADHB/PCCB/SLC25A5/DECR1/HSPE1/PRDX3/HSPD1/ALAS1/FDX1/ACSM3/CYP11A1
Down,KS,secondary alcohol metabolic process,GO:1902652,26,26/864,147/18723,3.3e-09,2.09e-06,1.83e-06,8.481486060122112,5.679853713888946,ERLIN1/SOD1/FDXR/FDFT1/ACAA2/SOAT1/CYP51A1/ABCA5/SCARB1/LIMA1/IDI1/LDLR/EBP/HMGCR/SC5D/SQLE/MT3/DHCR7/CYB5R3/HMGCS1/IDH1/FDX1/TM7SF2/MSMO1/CYP11A1/DHCR24
Down,KS,cholesterol metabolic process,GO:0008203,25,25/864,137/18723,3.39e-09,2.09e-06,1.83e-06,8.469800301796917,5.679853713888946,ERLIN1/SOD1/FDXR/FDFT1/ACAA2/SOAT1/CYP51A1/ABCA5/SCARB1/LIMA1/IDI1/LDLR/EBP/HMGCR/SC5D/SQLE/MT3/DHCR7/CYB5R3/HMGCS1/FDX1/TM7SF2/MSMO1/CYP11A1/DHCR24
Down,KS,oxidative phosphorylation,GO:0006119,25,25/864,141/18723,6.26e-09,3.43e-06,3.01e-06,8.20342566678957,5.464705879957229,NDUFS1/CCNB1/NDUFB2/CYCS/MSH2/ISCU/GHITM/COX7A2/COX5B/NDUFAB1/NDUFA4/NDUFA8/PARK7/NDUFA12/DNAJC15/ATP5PF/NDUFB5/ATP5F1C/ATP5MF/UQCC2/ATP5PB/DLD/ATP5F1E/COX7A2L/UQCR10
Down,KS,mitochondrial outer membrane,GO:0005741,30,30/895,205/19550,1.77e-08,4.04e-06,3.09e-06,7.752026733638194,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
Down,KS,organelle outer membrane,GO:0031968,32,32/895,230/19550,2.06e-08,4.04e-06,3.09e-06,7.686132779630847,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/SYNE2/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/DHCR7/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
Down,KS,sterol biosynthetic process,GO:0016126,16,16/864,64/18723,2.24e-08,1.11e-05,9.7e-06,7.649751981665837,4.954677021213342,ERLIN1/SOD1/FDFT1/ACAA2/CYP51A1/IDI1/EBP/HMGCR/SC5D/SQLE/DHCR7/CYB5R3/HMGCS1/TM7SF2/MSMO1/DHCR24
Down,KS,outer membrane,GO:0019867,32,32/895,232/19550,2.54e-08,4.04e-06,3.09e-06,7.595166283380062,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/SYNE2/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/DHCR7/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
Down,AZFc,secondary alcohol metabolic process,GO:1902652,18,18/406,147/18723,3.25e-09,1.28e-05,1.13e-05,8.488116639021126,4.892790030352131,IDH3G/SOD1/CYP51A1/IDH3B/EBP/ABCA5/MSMO1/LIMA1/SCARB1/DHCR7/APOE/TM7SF2/MT3/DHCR24/FDX1/CYB5R3/CYP11A1/STAR
Down,AZFc,cholesterol metabolic process,GO:0008203,16,16/406,137/18723,4.82e-08,9.52e-05,8.37e-05,7.31695296176115,4.021363051615526,SOD1/CYP51A1/EBP/ABCA5/MSMO1/LIMA1/SCARB1/DHCR7/APOE/TM7SF2/MT3/DHCR24/FDX1/CYB5R3/CYP11A1/STAR
Down,AZFc,mitochondrial matrix,GO:0005759,31,31/423,480/19550,6.79e-08,3.3e-05,2.68e-05,7.168130225719498,4.481486060122113,HAGH/ATP5PB/IDH3G/TUFM/SOD1/MRRF/PRDX3/MMAB/IDH3B/NDUFS2/ACADM/TSFM/PPA2/SLC25A5/PCCB/HSPE1/TXN2/NDUFS8/TRUB2/HADHB/ACAT1/HADHA/C1QBP/SOD2/ALKBH7/GPX1/PDK4/ALAS1/HSPD1/FDX1/CYP11A1
Down,AZFc,focal adhesion,GO:0005925,28,28/423,418/19550,1.41e-07,3.3e-05,2.68e-05,6.85078088734462,4.481486060122113,SH3KBP1/HSP90B1/ARPC2/EZR/CD151/ARF1/CD59/HMGA1/DAB2/CNN1/FHL1/PABPC1/TSPAN4/PFN1/JAK1/RHOA/CD9/CORO1C/LIMA1/FHL2/HACD3/FBLIM1/HSPA5/CNN3/ACTB/HSPA8/ACTG1/HSPB1
Down,AZFc,cell-substrate junction,GO:0030055,28,28/423,425/19550,1.98e-07,3.3e-05,2.68e-05,6.703334809738469,4.481486060122113,SH3KBP1/HSP90B1/ARPC2/EZR/CD151/ARF1/CD59/HMGA1/DAB2/CNN1/FHL1/PABPC1/TSPAN4/PFN1/JAK1/RHOA/CD9/CORO1C/LIMA1/FHL2/HACD3/FBLIM1/HSPA5/CNN3/ACTB/HSPA8/ACTG1/HSPB1
Down,AZFc,sterol metabolic process,GO:0016125,16,16/406,152/18723,2.07e-07,0.000190993,0.000167851,6.684029654543083,3.718982549595637,SOD1/CYP51A1/EBP/ABCA5/MSMO1/LIMA1/SCARB1/DHCR7/APOE/TM7SF2/MT3/DHCR24/FDX1/CYB5R3/CYP11A1/STAR
Down,AZFc,steroid biosynthetic process,GO:0006694,17,17/406,173/18723,2.35e-07,0.000190993,0.000167851,6.628932137728264,3.718982549595637,SOD1/CYP51A1/ASAH1/EBP/HSD17B11/DKKL1/MSMO1/SCARB1/DHCR7/APOE/TM7SF2/DHCR24/FDX1/CYB5R3/CYP11A1/STAR/CYP17A1
Down,AZFc,alcohol metabolic process,GO:0006066,25,25/406,353/18723,2.41e-07,0.000190993,0.000167851,6.617982957425132,3.718982549595637,IDH3G/SPTLC1/TKTL1/SOD1/CYP51A1/ASAH1/IDH3B/EBP/ALDH3A2/ABCA5/LHCGR/MSMO1/LIMA1/CD244/SCARB1/TPI1/DHCR7/APOE/TM7SF2/MT3/DHCR24/FDX1/CYB5R3/CYP11A1/STAR
Down,AZFc,protein folding chaperone,GO:0044183,9,9/425,40/18368,2.53e-07,0.000163872,0.000148007,6.5968794788241825,3.785495245845698,HSP90AB1/DNAJB6/CCT7/CCT3/DNAJB1/HSPA5/CCT2/HSPA8/HSPB1
Down,AZFc,response to toxic substance,GO:0009636,20,20/406,262/18723,1.24e-06,0.00081459,0.00071589,5.906578314837765,3.089060925666024,GLRX/KDM5B/SOD1/PRDX3/GSTM3/SCFD1/GPX4/GSTP1/SOD2/MT1X/ASS1/GPX1/APOE/MT3/MT2A/CLDN1/EPHX1/GSTA1/GPX3/STAR
Down,AZFc,fatty acid metabolic process,GO:0006631,25,25/406,390/18723,1.52e-06,0.000838194,0.000736634,5.818156412055227,3.076655452278383,LONP2/ACSL1/FADS1/LYPLA1/HACD2/ASAH1/ACADM/ABHD6/ALDH3A2/PCCB/MSMO1/PHYH/HADHB/GPX4/GSTP1/ACAT1/HADHA/HACD3/TECR/ALKBH7/GPX1/C3/PDK4/EPHX1/GSTA1
Down,AZFc,chaperone-mediated protein folding,GO:0061077,10,10/406,67/18723,1.7e-06,0.000838194,0.000736634,5.769551078621726,3.076655452278383,HSPH1/CHORDC1/DNAJB6/HSPE1/FKBP1A/DNAJB1/HSPA5/CCT2/HSPA8/HSPB1
Down,AZFc,steroid metabolic process,GO:0008202,22,22/406,319/18723,1.99e-06,0.000875144,0.000769107,5.701146923590294,3.057920480394897,SOD1/CYP51A1/ASAH1/EBP/HSD17B11/DKKL1/LAMTOR1/ABCA5/MSMO1/ACAT1/LIMA1/SCARB1/DHCR7/APOE/TM7SF2/MT3/DHCR24/FDX1/CYB5R3/CYP11A1/STAR/CYP17A1
Down,AZFc,regulation of endopeptidase activity,GO:0052548,26,26/406,432/18723,3.01e-06,0.000982086,0.000863091,5.521433504406157,3.007850479942093,PDCD6/PSMD14/VCP/BIN1/PRDX3/TNFSF10/EFNA1/LXN/ANP32B/SPINK2/DNAJB6/HIP1/RHOA/HSPE1/HERPUD1/SERPINF1/CTSH/BEX3/DPEP1/GPX1/PEBP1/PERP/C3/MT3/DHCR24/HSPD1
Down,AZFc,endoplasmic reticulum protein-containing complex,GO:0140534,13,13/423,125/19550,3.23e-06,0.000403355,0.000327585,5.490797477668897,3.394312555160956,VCP/HSP90B1/SPTLC1/DDOST/RPN1/SEC11C/DERL2/HM13/FKBP1A/HSPA5/TAPBP/RHBDD2/SPTSSA
