panel_celltype,group,gene,source_column
Immune,iNOA_S,FCER1G,Immue-INOA_S
Immune,iNOA_S,FCGBP,Immue-INOA_S
Immune,iNOA_S,FCGR1A,Immue-INOA_S
Immune,iNOA_S,FCGR1CP,Immue-INOA_S
Immune,iNOA_S,FCGR2B,Immue-INOA_S
Immune,iNOA_S,FCGR3A,Immue-INOA_S
Immune,iNOA_S,FCGRT,Immue-INOA_S
Immune,iNOA_S,FCHO2,Immue-INOA_S
Immune,iNOA_S,FCN3,Immue-INOA_S
Immune,iNOA_S,FCRL5,Immue-INOA_S
Immune,iNOA_S,FER1L5,Immue-INOA_S
Immune,iNOA_S,FER1L6-AS1,Immue-INOA_S
Immune,iNOA_S,FERMT3,Immue-INOA_S
Immune,iNOA_S,FES,Immue-INOA_S
Immune,iNOA_S,FGF14-AS1,Immue-INOA_S
Immune,iNOA_S,FGF14-IT1,Immue-INOA_S
Immune,iNOA_S,FGF20,Immue-INOA_S
Immune,iNOA_S,FIGLA,Immue-INOA_S
Immune,iNOA_S,FILIP1L,Immue-INOA_S
Immune,iNOA_S,FKBP11,Immue-INOA_S
Immune,iNOA_S,FKBP15,Immue-INOA_S
Immune,iNOA_S,FKBP1A,Immue-INOA_S
Immune,iNOA_S,FKBP1B,Immue-INOA_S
Immune,iNOA_S,FKBP5,Immue-INOA_S
Immune,iNOA_S,FLNA,Immue-INOA_S
Immune,iNOA_S,FLT3,Immue-INOA_S
Immune,iNOA_S,FMNL2,Immue-INOA_S
Immune,iNOA_S,FMNL3,Immue-INOA_S
Immune,iNOA_S,FMO4,Immue-INOA_S
Immune,iNOA_S,FMR1NB,Immue-INOA_S
Immune,iNOA_S,FNDC11,Immue-INOA_S
Immune,iNOA_S,FNDC8,Immue-INOA_S
Immune,iNOA_S,FO393408.1,Immue-INOA_S
Immune,iNOA_S,FOLR2,Immue-INOA_S
Immune,iNOA_S,FOLR3,Immue-INOA_S
Immune,iNOA_S,FOS,Immue-INOA_S
Immune,iNOA_S,FOSB,Immue-INOA_S
Immune,iNOA_S,FOSL1,Immue-INOA_S
Immune,iNOA_S,FOXJ1,Immue-INOA_S
Immune,iNOA_S,FOXL2,Immue-INOA_S
Immune,iNOA_S,FOXN2,Immue-INOA_S
Immune,iNOA_S,FOXN3,Immue-INOA_S
Immune,iNOA_S,FOXP1-AS1,Immue-INOA_S
Immune,iNOA_S,FPR1,Immue-INOA_S
Immune,iNOA_S,FPR3,Immue-INOA_S
Immune,iNOA_S,FRAS1,Immue-INOA_S
Immune,iNOA_S,FRAT1,Immue-INOA_S
Immune,iNOA_S,FRG2HP,Immue-INOA_S
Immune,iNOA_S,FRMPD2,Immue-INOA_S
Immune,iNOA_S,FSCB,Immue-INOA_S
Immune,iNOA_S,FSCN3,Immue-INOA_S
Immune,iNOA_S,FSD2,Immue-INOA_S
Immune,iNOA_S,FSIP1,Immue-INOA_S
Immune,iNOA_S,FSIP2,Immue-INOA_S
Immune,iNOA_S,FST,Immue-INOA_S
Immune,iNOA_S,FSTL5,Immue-INOA_S
Immune,iNOA_S,FTCD,Immue-INOA_S
Immune,iNOA_S,FTL,Immue-INOA_S
Immune,iNOA_S,FTLP3,Immue-INOA_S
Immune,iNOA_S,FTMT,Immue-INOA_S
Immune,iNOA_S,FUCA1,Immue-INOA_S
Immune,iNOA_S,FUNDC2P2,Immue-INOA_S
Immune,iNOA_S,FURIN,Immue-INOA_S
Immune,iNOA_S,FUT11,Immue-INOA_S
Immune,iNOA_S,FXR1,Immue-INOA_S
Immune,iNOA_S,FXYD5,Immue-INOA_S
Immune,iNOA_S,FZD1,Immue-INOA_S
Immune,iNOA_S,G0S2,Immue-INOA_S
Immune,iNOA_S,GAA,Immue-INOA_S
Immune,iNOA_S,GAB2,Immue-INOA_S
Immune,iNOA_S,GAB4,Immue-INOA_S
Immune,iNOA_S,GABARAPL2,Immue-INOA_S
Immune,iNOA_S,GABBR2,Immue-INOA_S
Immune,iNOA_S,GABRG3,Immue-INOA_S
Immune,iNOA_S,GABRG3-AS1,Immue-INOA_S
Immune,iNOA_S,GABRR1,Immue-INOA_S
Immune,iNOA_S,GADD45B,Immue-INOA_S
Immune,iNOA_S,GADD45G,Immue-INOA_S
Immune,iNOA_S,GAGE1,Immue-INOA_S
Immune,iNOA_S,GAGE12H,Immue-INOA_S
Immune,iNOA_S,GAGE13,Immue-INOA_S
Immune,iNOA_S,GAGE2A,Immue-INOA_S
Immune,iNOA_S,GALE,Immue-INOA_S
Immune,iNOA_S,GALM,Immue-INOA_S
Immune,iNOA_S,GALNT5,Immue-INOA_S
Immune,iNOA_S,GALNT6,Immue-INOA_S
Immune,iNOA_S,GALNT7,Immue-INOA_S
Immune,iNOA_S,GALNTL5,Immue-INOA_S
Immune,iNOA_S,GALR1,Immue-INOA_S
Immune,iNOA_S,GAMT,Immue-INOA_S
Immune,iNOA_S,GAPDH,Immue-INOA_S
Immune,iNOA_S,GAPDHP35,Immue-INOA_S
Immune,iNOA_S,GAPDHP60,Immue-INOA_S
Immune,iNOA_S,GAPDHP69,Immue-INOA_S
Immune,iNOA_S,GAPDHS,Immue-INOA_S
Immune,iNOA_S,GAPT,Immue-INOA_S
Immune,iNOA_S,GARS,Immue-INOA_S
Immune,iNOA_S,GAS5,Immue-INOA_S
Immune,iNOA_S,GATA2-AS1,Immue-INOA_S
Immune,iNOA_S,GBP4,Immue-INOA_S
Immune,iNOA_S,GBP5,Immue-INOA_S
Immune,iNOA_S,GCKR,Immue-INOA_S
Immune,iNOA_S,GCLC,Immue-INOA_S
Immune,iNOA_S,GCNT1,Immue-INOA_S
Immune,iNOA_S,GCNT3,Immue-INOA_S
Immune,iNOA_S,GCNT7,Immue-INOA_S
Immune,iNOA_S,GDPD3,Immue-INOA_S
Immune,iNOA_S,GFRA2,Immue-INOA_S
Immune,iNOA_S,GFRA3,Immue-INOA_S
Immune,iNOA_S,GGN,Immue-INOA_S
Immune,iNOA_S,GGNBP1,Immue-INOA_S
Immune,iNOA_S,GGNBP2,Immue-INOA_S
Immune,iNOA_S,GGT2,Immue-INOA_S
Immune,iNOA_S,GGTA1P,Immue-INOA_S
Immune,iNOA_S,GGTLC1,Immue-INOA_S
Immune,iNOA_S,GHITM,Immue-INOA_S
Immune,iNOA_S,GIMAP4,Immue-INOA_S
Immune,iNOA_S,GJA5,Immue-INOA_S
Immune,iNOA_S,GK2,Immue-INOA_S
Immune,iNOA_S,GK3P,Immue-INOA_S
Immune,iNOA_S,GKAP1,Immue-INOA_S
Immune,iNOA_S,GLB1,Immue-INOA_S
Immune,iNOA_S,GLDN,Immue-INOA_S
Immune,iNOA_S,GLIPR1L1,Immue-INOA_S
Immune,iNOA_S,GLMP,Immue-INOA_S
Immune,iNOA_S,GLRX,Immue-INOA_S
Immune,iNOA_S,GLT6D1,Immue-INOA_S
Immune,iNOA_S,GLUL,Immue-INOA_S
Immune,iNOA_S,GLYATL1,Immue-INOA_S
Immune,iNOA_S,GMCL2,Immue-INOA_S
Immune,iNOA_S,GMFG,Immue-INOA_S
Immune,iNOA_S,GMNC,Immue-INOA_S
Immune,iNOA_S,GMPR,Immue-INOA_S
Immune,iNOA_S,GNAI2,Immue-INOA_S
Immune,iNOA_S,GNAI3,Immue-INOA_S
Immune,iNOA_S,GNAQ,Immue-INOA_S
Immune,iNOA_S,GNG11,Immue-INOA_S
Immune,iNOA_S,GNG5,Immue-INOA_S
Immune,iNOA_S,GNG7,Immue-INOA_S
Immune,iNOA_S,GNPDA1,Immue-INOA_S
Immune,iNOA_S,GNPTG,Immue-INOA_S
Immune,iNOA_S,GNS,Immue-INOA_S
Immune,iNOA_S,GOLGA6A,Immue-INOA_S
Immune,iNOA_S,GOLGA6D,Immue-INOA_S
Immune,iNOA_S,GOLGA6L2,Immue-INOA_S
Immune,iNOA_S,GOLGA6L7,Immue-INOA_S
Immune,iNOA_S,GOLGA8DP,Immue-INOA_S
Immune,iNOA_S,GOLGA8Q,Immue-INOA_S
Immune,iNOA_S,GOT1L1,Immue-INOA_S
Immune,iNOA_S,GP9,Immue-INOA_S
Immune,iNOA_S,GPBAR1,Immue-INOA_S
Immune,iNOA_S,GPC1,Immue-INOA_S
Immune,iNOA_S,GPC5-IT1,Immue-INOA_S
Immune,iNOA_S,GPN3,Immue-INOA_S
Immune,iNOA_S,GPNMB,Immue-INOA_S
Immune,iNOA_S,GPR107,Immue-INOA_S
Immune,iNOA_S,GPR12,Immue-INOA_S
Immune,iNOA_S,GPR137B,Immue-INOA_S
Immune,iNOA_S,GPR160,Immue-INOA_S
Immune,iNOA_S,GPR182,Immue-INOA_S
Immune,iNOA_S,GPR34,Immue-INOA_S
Immune,iNOA_S,GPR35,Immue-INOA_S
Immune,iNOA_S,GPR82,Immue-INOA_S
Immune,iNOA_S,GPR84,Immue-INOA_S
Immune,iNOA_S,GPRIN3,Immue-INOA_S
Immune,iNOA_S,GPSM3,Immue-INOA_S
Immune,iNOA_S,GPX1,Immue-INOA_S
Immune,iNOA_S,GPX3,Immue-INOA_S
Immune,iNOA_S,GPX4,Immue-INOA_S
Immune,iNOA_S,GPX5,Immue-INOA_S
Immune,iNOA_S,GRB14,Immue-INOA_S
Immune,iNOA_S,GRB2,Immue-INOA_S
Immune,iNOA_S,GREB1,Immue-INOA_S
Immune,iNOA_S,GRID1-AS1,Immue-INOA_S
Immune,iNOA_S,GRID2,Immue-INOA_S
Immune,iNOA_S,GRIN2B,Immue-INOA_S
Immune,iNOA_S,GRM7-AS3,Immue-INOA_S
Immune,iNOA_S,GRM8,Immue-INOA_S
Immune,iNOA_S,GRN,Immue-INOA_S
Immune,iNOA_S,GRP,Immue-INOA_S
Immune,iNOA_S,GSG1,Immue-INOA_S
Immune,iNOA_S,GSKIP,Immue-INOA_S
Immune,iNOA_S,GSN,Immue-INOA_S
Immune,iNOA_S,GSPT2,Immue-INOA_S
Immune,iNOA_S,GSR,Immue-INOA_S
Immune,iNOA_S,GSTA1,Immue-INOA_S
Immune,iNOA_S,GSTA2,Immue-INOA_S
Immune,iNOA_S,GSTA4,Immue-INOA_S
Immune,iNOA_S,GSTK1,Immue-INOA_S
Immune,iNOA_S,GSTO1,Immue-INOA_S
Immune,iNOA_S,GSTP1,Immue-INOA_S
Immune,iNOA_S,GSTT4,Immue-INOA_S
Immune,iNOA_S,GTF2IP3,Immue-INOA_S
Immune,iNOA_S,GTF3C2-AS1,Immue-INOA_S
Immune,iNOA_S,GTF3C6,Immue-INOA_S
Immune,iNOA_S,GTSF1,Immue-INOA_S
Immune,iNOA_S,GTSF1L,Immue-INOA_S
Immune,iNOA_S,GUCA1A,Immue-INOA_S
Immune,iNOA_S,GUCY1A1,Immue-INOA_S
Immune,iNOA_S,GUCY2D,Immue-INOA_S
Immune,iNOA_S,GYG1,Immue-INOA_S
Immune,iNOA_S,GYPC,Immue-INOA_S
Immune,iNOA_S,H1FNT,Immue-INOA_S
Immune,iNOA_S,H1FX,Immue-INOA_S
Immune,iNOA_S,H2AFB1,Immue-INOA_S
Immune,iNOA_S,H2AFJ,Immue-INOA_S
Immune,iNOA_S,H2AFY,Immue-INOA_S
Immune,iNOA_S,H3F3AP2,Immue-INOA_S
Immune,iNOA_S,HADHA,Immue-INOA_S
Immune,iNOA_S,HAGLROS,Immue-INOA_S
Immune,iNOA_S,HAMP,Immue-INOA_S
Immune,iNOA_S,HAR1B,Immue-INOA_S
Immune,iNOA_S,HAS2,Immue-INOA_S
Immune,iNOA_S,HAUS1,Immue-INOA_S
Immune,iNOA_S,HAVCR2,Immue-INOA_S
Immune,iNOA_S,HBQ1,Immue-INOA_S
Immune,iNOA_S,HBZ,Immue-INOA_S
Immune,iNOA_S,HCAR2,Immue-INOA_S
Immune,iNOA_S,HCG20,Immue-INOA_S
Immune,iNOA_S,HCK,Immue-INOA_S
Immune,iNOA_S,HCLS1,Immue-INOA_S
Immune,iNOA_S,HCN4,Immue-INOA_S
Immune,iNOA_S,HCST,Immue-INOA_S
Immune,iNOA_S,HDGF,Immue-INOA_S
Immune,iNOA_S,HDGFL1,Immue-INOA_S
Immune,iNOA_S,HDLBP,Immue-INOA_S
Immune,iNOA_S,HEATR9,Immue-INOA_S
Immune,iNOA_S,HECW1,Immue-INOA_S
Immune,iNOA_S,HELB,Immue-INOA_S
Immune,iNOA_S,HEMGN,Immue-INOA_S
Immune,iNOA_S,HERC2P10,Immue-INOA_S
Immune,iNOA_S,HES1,Immue-INOA_S
Immune,iNOA_S,HEXB,Immue-INOA_S
Immune,iNOA_S,HFE,Immue-INOA_S
Immune,iNOA_S,HGF,Immue-INOA_S
Immune,iNOA_S,HGFAC,Immue-INOA_S
Immune,iNOA_S,HHIPL2,Immue-INOA_S
Immune,iNOA_S,HIGD2A,Immue-INOA_S
Immune,iNOA_S,HILS1,Immue-INOA_S
Immune,iNOA_S,HINT1,Immue-INOA_S
Immune,iNOA_S,HIPK2,Immue-INOA_S
Immune,iNOA_S,HIPK4,Immue-INOA_S
Immune,iNOA_S,HIST1H1A,Immue-INOA_S
Immune,iNOA_S,HIST1H1B,Immue-INOA_S
Immune,iNOA_S,HIST1H1C,Immue-INOA_S
Immune,iNOA_S,HIST1H1D,Immue-INOA_S
Immune,iNOA_S,HIST1H1T,Immue-INOA_S
Immune,iNOA_S,HIST1H2AA,Immue-INOA_S
Immune,iNOA_S,HIST1H2BA,Immue-INOA_S
Immune,iNOA_S,HIST1H2BB,Immue-INOA_S
Immune,iNOA_S,HIST1H2BI,Immue-INOA_S
Immune,iNOA_S,HIST1H2BM,Immue-INOA_S
Immune,iNOA_S,HIST1H2BN,Immue-INOA_S
Immune,iNOA_S,HIST1H2BO,Immue-INOA_S
Immune,iNOA_S,HIST1H3B,Immue-INOA_S
Immune,iNOA_S,HIST1H3F,Immue-INOA_S
Immune,iNOA_S,HIST1H4B,Immue-INOA_S
Immune,iNOA_S,HIST1H4C,Immue-INOA_S
Immune,iNOA_S,HIST1H4E,Immue-INOA_S
Immune,iNOA_S,HIST1H4F,Immue-INOA_S
Immune,iNOA_S,HIST1H4J,Immue-INOA_S
Immune,iNOA_S,HIST2H4A,Immue-INOA_S
Immune,iNOA_S,HIST3H3,Immue-INOA_S
Immune,iNOA_S,HIVEP2,Immue-INOA_S
Immune,iNOA_S,HK1,Immue-INOA_S
Immune,iNOA_S,HK2,Immue-INOA_S
Immune,iNOA_S,HK3,Immue-INOA_S
Immune,iNOA_S,HLA-DMB,Immue-INOA_S
Immune,iNOA_S,HLA-DOA,Immue-INOA_S
Immune,iNOA_S,HLA-DOB,Immue-INOA_S
Immune,iNOA_S,HLA-DPA1,Immue-INOA_S
Immune,iNOA_S,HLA-DPB1,Immue-INOA_S
Immune,iNOA_S,HLA-DQA1,Immue-INOA_S
Immune,iNOA_S,HLA-DQA2,Immue-INOA_S
Immune,iNOA_S,HLA-DQB1,Immue-INOA_S
Immune,iNOA_S,HLA-DRA,Immue-INOA_S
Immune,iNOA_S,HLA-DRB1,Immue-INOA_S
Immune,iNOA_S,HLA-DRB6,Immue-INOA_S
Immune,iNOA_S,HLA-E,Immue-INOA_S
Immune,iNOA_S,HLA-F,Immue-INOA_S
Immune,iNOA_S,HLTF,Immue-INOA_S
Immune,iNOA_S,HM13,Immue-INOA_S
Immune,iNOA_S,HMBOX1,Immue-INOA_S
Immune,iNOA_S,HMGB2,Immue-INOA_S
Immune,iNOA_S,HMGB4,Immue-INOA_S
Immune,iNOA_S,HMGCS2,Immue-INOA_S
Immune,iNOA_S,HMGN3,Immue-INOA_S
Immune,iNOA_S,HMGN5,Immue-INOA_S
Immune,iNOA_S,HMGXB4,Immue-INOA_S
Immune,iNOA_S,HMMR,Immue-INOA_S
Immune,iNOA_S,HMOX1,Immue-INOA_S
Immune,iNOA_S,HMOX2,Immue-INOA_S
Immune,iNOA_S,HNF1B,Immue-INOA_S
Immune,iNOA_S,HNMT,Immue-INOA_S
Immune,iNOA_S,HNRNPA1,Immue-INOA_S
Immune,iNOA_S,HNRNPA2B1,Immue-INOA_S
Immune,iNOA_S,HNRNPA3P10,Immue-INOA_S
Immune,iNOA_S,HNRNPC,Immue-INOA_S
Immune,iNOA_S,HNRNPCP1,Immue-INOA_S
Immune,iNOA_S,HNRNPF,Immue-INOA_S
Immune,iNOA_S,HNRNPK,Immue-INOA_S
Immune,iNOA_S,HNRNPR,Immue-INOA_S
Immune,iNOA_S,HOOK1,Immue-INOA_S
Immune,iNOA_S,HORMAD1,Immue-INOA_S
Immune,iNOA_S,HORMAD2,Immue-INOA_S
Immune,iNOA_S,HOXB5,Immue-INOA_S
Immune,iNOA_S,HOXB8,Immue-INOA_S
Immune,iNOA_S,HPCA,Immue-INOA_S
Immune,iNOA_S,HPD,Immue-INOA_S
Immune,iNOA_S,HPS1,Immue-INOA_S
Immune,iNOA_S,HRH2,Immue-INOA_S
Immune,iNOA_S,HRH4,Immue-INOA_S
Immune,iNOA_S,HS3ST2,Immue-INOA_S
Immune,iNOA_S,HSD17B4,Immue-INOA_S
Immune,iNOA_S,HSFX3,Immue-INOA_S
Immune,iNOA_S,HSFX4,Immue-INOA_S
Immune,iNOA_S,HSFY1P1,Immue-INOA_S
Immune,iNOA_S,HSH2D,Immue-INOA_S
Immune,iNOA_S,HSP90AA4P,Immue-INOA_S
Immune,iNOA_S,HSP90AB1,Immue-INOA_S
Immune,iNOA_S,HSP90B1,Immue-INOA_S
Immune,iNOA_S,HSPA1A,Immue-INOA_S
Immune,iNOA_S,HSPA1B,Immue-INOA_S
Immune,iNOA_S,HSPA4L,Immue-INOA_S
Immune,iNOA_S,HSPA5,Immue-INOA_S
Immune,iNOA_S,HSPA6,Immue-INOA_S
Immune,iNOA_S,HSPA8,Immue-INOA_S
Immune,iNOA_S,HSPA8P5,Immue-INOA_S
Immune,iNOA_S,HSPB9,Immue-INOA_S
Immune,iNOA_S,HSPE1P4,Immue-INOA_S
Immune,iNOA_S,HTATIP2,Immue-INOA_S
Immune,iNOA_S,HTR5BP,Immue-INOA_S
Immune,iNOA_S,HTRA4,Immue-INOA_S
Immune,iNOA_S,HYAL3,Immue-INOA_S
Immune,iNOA_S,HYDIN,Immue-INOA_S
Immune,iNOA_S,HYOU1,Immue-INOA_S
Immune,iNOA_S,HYPM,Immue-INOA_S
Immune,iNOA_S,IDH1,Immue-INOA_S
Immune,iNOA_S,IER2,Immue-INOA_S
Immune,iNOA_S,IER3,Immue-INOA_S
Immune,iNOA_S,IER5,Immue-INOA_S
Immune,iNOA_S,IFI27,Immue-INOA_S
Immune,iNOA_S,IFI27L1,Immue-INOA_S
Immune,iNOA_S,IFI44,Immue-INOA_S
Immune,iNOA_S,IFI44L,Immue-INOA_S
Immune,iNOA_S,IFIT2,Immue-INOA_S
Immune,iNOA_S,IFITM10,Immue-INOA_S
Immune,iNOA_S,IFITM2,Immue-INOA_S
Immune,iNOA_S,IFNAR1,Immue-INOA_S
Immune,iNOA_S,IFNGR1,Immue-INOA_S
Immune,iNOA_S,IFNGR2,Immue-INOA_S
Immune,iNOA_S,IFRD1,Immue-INOA_S
Immune,iNOA_S,IFT172,Immue-INOA_S
Immune,iNOA_S,IFT22,Immue-INOA_S
Immune,iNOA_S,IFT57,Immue-INOA_S
Immune,iNOA_S,IFT74-AS1,Immue-INOA_S
Immune,iNOA_S,IGDCC3,Immue-INOA_S
Immune,iNOA_S,IGF1,Immue-INOA_S
Immune,iNOA_S,IGF2BP1,Immue-INOA_S
Immune,iNOA_S,IGF2BP3,Immue-INOA_S
Immune,iNOA_S,IGFBP6,Immue-INOA_S
Immune,iNOA_S,IGFBP7,Immue-INOA_S
Immune,iNOA_S,IGFBP7-AS1,Immue-INOA_S
Immune,iNOA_S,IGHG1,Immue-INOA_S
Immune,iNOA_S,IGHG3,Immue-INOA_S
Immune,iNOA_S,IGHG4,Immue-INOA_S
Immune,iNOA_S,IGHGP,Immue-INOA_S
Immune,iNOA_S,IGHM,Immue-INOA_S
Immune,iNOA_S,IGHV2-26,Immue-INOA_S
Immune,iNOA_S,IGHV3-49,Immue-INOA_S
Immune,iNOA_S,IGKC,Immue-INOA_S
Immune,iNOA_S,IGLC2,Immue-INOA_S
Immune,iNOA_S,IGLC3,Immue-INOA_S
Immune,iNOA_S,IGLV3-21,Immue-INOA_S
Immune,iNOA_S,IGLVIV-64,Immue-INOA_S
Immune,iNOA_S,IGSF11-AS1,Immue-INOA_S
Immune,iNOA_S,IGSF6,Immue-INOA_S
Immune,iNOA_S,IKZF3,Immue-INOA_S
Immune,iNOA_S,IL12A-AS1,Immue-INOA_S
Immune,iNOA_S,IL12RB2,Immue-INOA_S
Immune,iNOA_S,IL13,Immue-INOA_S
Immune,iNOA_S,IL13RA1,Immue-INOA_S
Immune,iNOA_S,IL17RA,Immue-INOA_S
Immune,iNOA_S,IL18,Immue-INOA_S
Immune,iNOA_S,IL1B,Immue-INOA_S
Immune,iNOA_S,IL1R2,Immue-INOA_S
Immune,iNOA_S,IL26,Immue-INOA_S
Immune,iNOA_S,IL27,Immue-INOA_S
Immune,iNOA_S,IL27RA,Immue-INOA_S
Immune,iNOA_S,IL2RG,Immue-INOA_S
Immune,iNOA_S,IL32,Immue-INOA_S
Immune,iNOA_S,IL6ST,Immue-INOA_S
Immune,iNOA_S,ILF2,Immue-INOA_S
Immune,iNOA_S,INAVA,Immue-INOA_S
Immune,iNOA_S,ING4,Immue-INOA_S
Immune,iNOA_S,INHA,Immue-INOA_S
Immune,iNOA_S,INPP1,Immue-INOA_S
Immune,iNOA_S,INSIG1,Immue-INOA_S
Immune,iNOA_S,INSL3,Immue-INOA_S
Immune,iNOA_S,INSRR,Immue-INOA_S
Immune,iNOA_S,IPO7,Immue-INOA_S
Immune,iNOA_S,IPO8,Immue-INOA_S
Immune,iNOA_S,IQCF1,Immue-INOA_S
Immune,iNOA_S,IQCF2,Immue-INOA_S
Immune,iNOA_S,IQCF3,Immue-INOA_S
Immune,iNOA_S,IQCF5-AS1,Immue-INOA_S
Immune,iNOA_S,IQCF6,Immue-INOA_S
Immune,iNOA_S,IQGAP1,Immue-INOA_S
Immune,iNOA_S,IQGAP2,Immue-INOA_S
Immune,iNOA_S,IRAK3,Immue-INOA_S
Immune,iNOA_S,IRF4,Immue-INOA_S
Immune,iNOA_S,IRGC,Immue-INOA_S
Immune,iNOA_S,IRS2,Immue-INOA_S
Immune,iNOA_S,ISL1,Immue-INOA_S
Immune,iNOA_S,ISLR2,Immue-INOA_S
Immune,iNOA_S,ISM1,Immue-INOA_S
Immune,iNOA_S,ISPD-AS1,Immue-INOA_S
Immune,iNOA_S,ISYNA1,Immue-INOA_S
Immune,iNOA_S,ITFG1-AS1,Immue-INOA_S
Immune,iNOA_S,ITGA8,Immue-INOA_S
Immune,iNOA_S,ITGAM,Immue-INOA_S
Immune,iNOA_S,ITGB1P1,Immue-INOA_S
Immune,iNOA_S,ITGB2,Immue-INOA_S
Immune,iNOA_S,ITGB5,Immue-INOA_S
Immune,iNOA_S,ITGB8,Immue-INOA_S
Immune,iNOA_S,ITIH4,Immue-INOA_S
Immune,iNOA_S,ITM2B,Immue-INOA_S
Immune,iNOA_S,ITM2C,Immue-INOA_S
Immune,iNOA_S,ITPRIP,Immue-INOA_S
Immune,iNOA_S,IZUMO1,Immue-INOA_S
Immune,iNOA_S,IZUMO2,Immue-INOA_S
Immune,iNOA_S,IZUMO4,Immue-INOA_S
Immune,iNOA_S,JAK1,Immue-INOA_S
Immune,iNOA_S,JAM2,Immue-INOA_S
Immune,iNOA_S,JCAD,Immue-INOA_S
Immune,iNOA_S,JCHAIN,Immue-INOA_S
Immune,iNOA_S,JOSD2,Immue-INOA_S
Immune,iNOA_S,JPT1,Immue-INOA_S
Immune,iNOA_S,JUN,Immue-INOA_S
Immune,iNOA_S,JUNB,Immue-INOA_S
Immune,iNOA_S,JUND,Immue-INOA_S
Immune,iNOA_S,KATNAL2,Immue-INOA_S
Immune,iNOA_S,KBTBD11-OT1-2,Immue-INOA_S
Immune,iNOA_S,KBTBD8,Immue-INOA_S
Immune,iNOA_S,KCNAB1,Immue-INOA_S
Immune,iNOA_S,KCNAB2,Immue-INOA_S
Immune,iNOA_S,KCNE1,Immue-INOA_S
Immune,iNOA_S,KCNH3,Immue-INOA_S
Immune,iNOA_S,KCNIP2,Immue-INOA_S
Immune,iNOA_S,KCNIP2-AS1,Immue-INOA_S
Immune,iNOA_S,KCNJ10,Immue-INOA_S
Immune,iNOA_S,KCNJ2,Immue-INOA_S
Immune,iNOA_S,KCNK2,Immue-INOA_S
Immune,iNOA_S,KCNMA1,Immue-INOA_S
Immune,iNOA_S,KCNMA1-AS2,Immue-INOA_S
Immune,iNOA_S,KCNMA1-AS3,Immue-INOA_S
Immune,iNOA_S,KCNQ2,Immue-INOA_S
Immune,iNOA_S,KCNQ3,Immue-INOA_S
Immune,iNOA_S,KCNQ5-AS1,Immue-INOA_S
Immune,iNOA_S,KCNQ5-IT1,Immue-INOA_S
Immune,iNOA_S,KCNU1,Immue-INOA_S
Immune,iNOA_S,KCNV2,Immue-INOA_S
Immune,iNOA_S,KCTD12,Immue-INOA_S
Immune,iNOA_S,KCTD13,Immue-INOA_S
Immune,iNOA_S,KCTD19,Immue-INOA_S
Immune,iNOA_S,KDM3A,Immue-INOA_S
Immune,iNOA_S,KDM4D,Immue-INOA_S
Immune,iNOA_S,KIAA1109,Immue-INOA_S
Immune,iNOA_S,KIAA1147,Immue-INOA_S
Immune,iNOA_S,KIAA1210,Immue-INOA_S
Immune,iNOA_S,KIAA1211,Immue-INOA_S
Immune,iNOA_S,KIAA1217,Immue-INOA_S
Immune,iNOA_S,KIAA1257,Immue-INOA_S
Immune,iNOA_S,KIAA2012,Immue-INOA_S
Immune,iNOA_S,KIAA2013,Immue-INOA_S
Immune,iNOA_S,KIDINS220,Immue-INOA_S
Immune,iNOA_S,KIF11,Immue-INOA_S
Immune,iNOA_S,KIF14,Immue-INOA_S
Immune,iNOA_S,KIF15,Immue-INOA_S
Immune,iNOA_S,KIF18A,Immue-INOA_S
Immune,iNOA_S,KIF18B,Immue-INOA_S
Immune,iNOA_S,KIF2B,Immue-INOA_S
Immune,iNOA_S,KIF2C,Immue-INOA_S
Immune,iNOA_S,KIRREL3-AS2,Immue-INOA_S
Immune,iNOA_S,KIZ-AS1,Immue-INOA_S
Immune,iNOA_S,KLF1,Immue-INOA_S
Immune,iNOA_S,KLF10,Immue-INOA_S
Immune,iNOA_S,KLF17,Immue-INOA_S
Immune,iNOA_S,KLF4,Immue-INOA_S
Immune,iNOA_S,KLF7-IT1,Immue-INOA_S
Immune,iNOA_S,KLHDC9,Immue-INOA_S
Immune,iNOA_S,KLHL10,Immue-INOA_S
Immune,iNOA_S,KLHL36,Immue-INOA_S
Immune,iNOA_S,KLHL6,Immue-INOA_S
Immune,iNOA_S,KLHL6-AS1,Immue-INOA_S
Immune,iNOA_S,KLHL8,Immue-INOA_S
Immune,iNOA_S,KLK12,Immue-INOA_S
Immune,iNOA_S,KLK13,Immue-INOA_S
Immune,iNOA_S,KLK2,Immue-INOA_S
Immune,iNOA_S,KLK5,Immue-INOA_S
Immune,iNOA_S,KNL1,Immue-INOA_S
Immune,iNOA_S,KPNA2,Immue-INOA_S
Immune,iNOA_S,KRBOX1,Immue-INOA_S
Immune,iNOA_S,KREMEN2,Immue-INOA_S
Immune,iNOA_S,KRT19P1,Immue-INOA_S
Immune,iNOA_S,KRT26,Immue-INOA_S
Immune,iNOA_S,KRT7,Immue-INOA_S
Immune,iNOA_S,KSR1,Immue-INOA_S
Immune,iNOA_S,KSR2,Immue-INOA_S
Immune,iNOA_S,KY,Immue-INOA_S
Immune,iNOA_S,L1TD1,Immue-INOA_S
Immune,iNOA_S,LACTB,Immue-INOA_S
