panel_celltype,group,gene,source_column
EC,KS,LRRD1,EC-KS
EC,KS,LRRFIP1,EC-KS
EC,KS,LRTOMT,EC-KS
EC,KS,LSM1,EC-KS
EC,KS,LSR,EC-KS
EC,KS,LTBP3,EC-KS
EC,KS,LTBP4,EC-KS
EC,KS,LTC4S,EC-KS
EC,KS,LUC7L3,EC-KS
EC,KS,LUZP1,EC-KS
EC,KS,LXN,EC-KS
EC,KS,LY6E,EC-KS
EC,KS,LY96,EC-KS
EC,KS,LYPLA1,EC-KS
EC,KS,LYRM2,EC-KS
EC,KS,LYSMD2,EC-KS
EC,KS,LYST,EC-KS
EC,KS,LYVE1,EC-KS
EC,KS,LZTS2,EC-KS
EC,KS,MACF1,EC-KS
EC,KS,MACROD2-AS1,EC-KS
EC,KS,MAEL,EC-KS
EC,KS,MAF1,EC-KS
EC,KS,MAFB,EC-KS
EC,KS,MAGED2,EC-KS
EC,KS,MAGEF1,EC-KS
EC,KS,MAGEH1,EC-KS
EC,KS,MALAT1,EC-KS
EC,KS,MANBAL,EC-KS
EC,KS,MAOB,EC-KS
EC,KS,MAP1B,EC-KS
EC,KS,MAP1LC3A,EC-KS
EC,KS,MAP1LC3B,EC-KS
EC,KS,MAP2,EC-KS
EC,KS,MAP2K2,EC-KS
EC,KS,MAP3K11,EC-KS
EC,KS,MAP3K13,EC-KS
EC,KS,MAP3K14-AS1,EC-KS
EC,KS,MAP3K20,EC-KS
EC,KS,MAP4K2,EC-KS
EC,KS,MAPK10,EC-KS
EC,KS,MAPK3,EC-KS
EC,KS,MARCKS,EC-KS
EC,KS,MARCKSL1,EC-KS
EC,KS,MAT2B,EC-KS
EC,KS,MAZ,EC-KS
EC,KS,MCAM,EC-KS
EC,KS,MCTP1,EC-KS
EC,KS,MDFIC,EC-KS
EC,KS,MDH2,EC-KS
EC,KS,MDK,EC-KS
EC,KS,MDM4,EC-KS
EC,KS,MEA1,EC-KS
EC,KS,MED13,EC-KS
EC,KS,MED13L,EC-KS
EC,KS,MED21,EC-KS
EC,KS,MED29,EC-KS
EC,KS,MED30,EC-KS
EC,KS,MED31,EC-KS
EC,KS,MED4,EC-KS
EC,KS,MEF2D,EC-KS
EC,KS,MEIOC,EC-KS
EC,KS,MEOX1,EC-KS
EC,KS,MET,EC-KS
EC,KS,METAP1,EC-KS
EC,KS,METAP2,EC-KS
EC,KS,METRN,EC-KS
EC,KS,METTL14,EC-KS
EC,KS,METTL26,EC-KS
EC,KS,METTL9,EC-KS
EC,KS,MFAP3L,EC-KS
EC,KS,MFAP4,EC-KS
EC,KS,MFF,EC-KS
EC,KS,MFGE8,EC-KS
EC,KS,MFSD10,EC-KS
EC,KS,MGLL,EC-KS
EC,KS,MGP,EC-KS
EC,KS,MGST2,EC-KS
EC,KS,MGST3,EC-KS
EC,KS,MIF,EC-KS
EC,KS,MIF4GD,EC-KS
EC,KS,MINDY2,EC-KS
EC,KS,MINDY4,EC-KS
EC,KS,MINK1,EC-KS
EC,KS,MIR1244-2,EC-KS
EC,KS,MIR4458HG,EC-KS
EC,KS,MIR7515HG,EC-KS
EC,KS,MKL2,EC-KS
EC,KS,MKRN2,EC-KS
EC,KS,MLF1,EC-KS
EC,KS,MLF2,EC-KS
EC,KS,MLLT6,EC-KS
EC,KS,MLST8,EC-KS
EC,KS,MMP15,EC-KS
EC,KS,MMP2,EC-KS
EC,KS,MMP24OS,EC-KS
EC,KS,MMP28,EC-KS
EC,KS,MOB2,EC-KS
EC,KS,MORF4L1,EC-KS
EC,KS,MORN2,EC-KS
EC,KS,MORN5,EC-KS
EC,KS,MOSPD1,EC-KS
EC,KS,MOSPD2,EC-KS
EC,KS,MPC1,EC-KS
EC,KS,MPC2,EC-KS
EC,KS,MPG,EC-KS
EC,KS,MPHOSPH10,EC-KS
EC,KS,MPHOSPH9,EC-KS
EC,KS,MPLKIP,EC-KS
EC,KS,MPP1,EC-KS
EC,KS,MRFAP1,EC-KS
EC,KS,MRNIP,EC-KS
EC,KS,MRVI1-AS1,EC-KS
EC,KS,MS4A14,EC-KS
EC,KS,MS4A5,EC-KS
EC,KS,MSL1,EC-KS
EC,KS,MSN,EC-KS
EC,KS,MSX1,EC-KS
EC,KS,MT-ATP6,EC-KS
EC,KS,MT-CO1,EC-KS
EC,KS,MT-CO2,EC-KS
EC,KS,MT-CO3,EC-KS
EC,KS,MT-CYB,EC-KS
EC,KS,MT-ND1,EC-KS
EC,KS,MT-ND2,EC-KS
EC,KS,MT-ND4,EC-KS
EC,KS,MT-ND4L,EC-KS
EC,KS,MT-ND5,EC-KS
EC,KS,MT-ND6,EC-KS
EC,KS,MT-RNR1,EC-KS
EC,KS,MT-TE,EC-KS
EC,KS,MT-TL1,EC-KS
EC,KS,MT-TP,EC-KS
EC,KS,MT-TS2,EC-KS
EC,KS,MT-TT,EC-KS
EC,KS,MT-TW,EC-KS
EC,KS,MT1A,EC-KS
EC,KS,MT1E,EC-KS
EC,KS,MT2A,EC-KS
EC,KS,MTA1,EC-KS
EC,KS,MTA3,EC-KS
EC,KS,MTCH1,EC-KS
EC,KS,MTCH2,EC-KS
EC,KS,MTDH,EC-KS
EC,KS,MTF2,EC-KS
EC,KS,MTFR1,EC-KS
EC,KS,MTIF2,EC-KS
EC,KS,MTIF3,EC-KS
EC,KS,MTND3P10,EC-KS
EC,KS,MTPN,EC-KS
EC,KS,MTRNR2L1,EC-KS
EC,KS,MTUS1,EC-KS
EC,KS,MVB12A,EC-KS
EC,KS,MVP,EC-KS
EC,KS,MX1,EC-KS
EC,KS,MXD4,EC-KS
EC,KS,MXRA7,EC-KS
EC,KS,MYADM,EC-KS
EC,KS,MYCBP2,EC-KS
EC,KS,MYH10,EC-KS
EC,KS,MYH11,EC-KS
EC,KS,MYH9,EC-KS
EC,KS,MYL12A,EC-KS
EC,KS,MYL12B,EC-KS
EC,KS,MYL6,EC-KS
EC,KS,MYL9,EC-KS
EC,KS,MYLK,EC-KS
EC,KS,MYNN,EC-KS
EC,KS,MYO1E,EC-KS
EC,KS,MYO9A,EC-KS
EC,KS,MYO9B,EC-KS
EC,KS,MYOF,EC-KS
EC,KS,MZT2A,EC-KS
EC,KS,MZT2B,EC-KS
EC,KS,N4BP2L2,EC-KS
EC,KS,NAA10,EC-KS
EC,KS,NAA15,EC-KS
EC,KS,NACA,EC-KS
EC,KS,NAMPT,EC-KS
EC,KS,NAPG,EC-KS
EC,KS,NAPRT,EC-KS
EC,KS,NARF,EC-KS
EC,KS,NARS,EC-KS
EC,KS,NBAS,EC-KS
EC,KS,NBL1,EC-KS
EC,KS,NCBP1,EC-KS
EC,KS,NCBP2,EC-KS
EC,KS,NCK1,EC-KS
EC,KS,NCOR2,EC-KS
EC,KS,NCSTN,EC-KS
EC,KS,NDFIP1,EC-KS
EC,KS,NDN,EC-KS
EC,KS,NDRG2,EC-KS
EC,KS,NDST1,EC-KS
EC,KS,NDUFA1,EC-KS
EC,KS,NDUFA10,EC-KS
EC,KS,NDUFA11,EC-KS
EC,KS,NDUFA12,EC-KS
EC,KS,NDUFA2,EC-KS
EC,KS,NDUFA4L2,EC-KS
EC,KS,NDUFB1,EC-KS
EC,KS,NDUFB10,EC-KS
EC,KS,NDUFB11,EC-KS
EC,KS,NDUFB4,EC-KS
EC,KS,NDUFB5,EC-KS
EC,KS,NDUFB7,EC-KS
EC,KS,NDUFB8,EC-KS
EC,KS,NDUFC2,EC-KS
EC,KS,NDUFS5,EC-KS
EC,KS,NDUFS7,EC-KS
EC,KS,NDUFV1,EC-KS
EC,KS,NDUFV3,EC-KS
EC,KS,NECAB1,EC-KS
EC,KS,NECTIN2,EC-KS
EC,KS,NEK1,EC-KS
EC,KS,NENF,EC-KS
EC,KS,NES,EC-KS
EC,KS,NET1,EC-KS
EC,KS,NEU1,EC-KS
EC,KS,NFE2L1,EC-KS
EC,KS,NFIA,EC-KS
EC,KS,NFIC,EC-KS
EC,KS,NFIX,EC-KS
EC,KS,NFKBIB,EC-KS
EC,KS,NGLY1,EC-KS
EC,KS,NHP2,EC-KS
EC,KS,NINJ1,EC-KS
EC,KS,NIPBL,EC-KS
EC,KS,NKAP,EC-KS
EC,KS,NKTR,EC-KS
EC,KS,NLK,EC-KS
EC,KS,NME3,EC-KS
EC,KS,NME4,EC-KS
EC,KS,NME5,EC-KS
EC,KS,NNMT,EC-KS
EC,KS,NOC3L,EC-KS
EC,KS,NOL11,EC-KS
EC,KS,NOL8,EC-KS
EC,KS,NOLC1,EC-KS
EC,KS,NOP10,EC-KS
EC,KS,NOP53,EC-KS
EC,KS,NOP58,EC-KS
EC,KS,NORAD,EC-KS
EC,KS,NOSTRIN,EC-KS
EC,KS,NOTCH1,EC-KS
EC,KS,NOTCH4,EC-KS
EC,KS,NPIPA5,EC-KS
EC,KS,NPTN,EC-KS
EC,KS,NQO1,EC-KS
EC,KS,NR1H2,EC-KS
EC,KS,NR2F2,EC-KS
EC,KS,NR3C1,EC-KS
EC,KS,NR4A1,EC-KS
EC,KS,NRAV,EC-KS
EC,KS,NRBF2,EC-KS
EC,KS,NRDC,EC-KS
EC,KS,NREP,EC-KS
EC,KS,NRGN,EC-KS
EC,KS,NRIP1,EC-KS
EC,KS,NRIP3,EC-KS
EC,KS,NRN1,EC-KS
EC,KS,NRP1,EC-KS
EC,KS,NSA2,EC-KS
EC,KS,NSD1,EC-KS
EC,KS,NSUN4,EC-KS
EC,KS,NT5C,EC-KS
EC,KS,NTAN1,EC-KS
EC,KS,NTHL1,EC-KS
EC,KS,NTMT1,EC-KS
EC,KS,NTN4,EC-KS
EC,KS,NTRK3-AS1,EC-KS
EC,KS,NUBP1,EC-KS
EC,KS,NUCB1,EC-KS
EC,KS,NUCB2,EC-KS
EC,KS,NUCKS1,EC-KS
EC,KS,NUDCD1,EC-KS
EC,KS,NUDT22,EC-KS
EC,KS,NUDT3,EC-KS
EC,KS,NUFIP2,EC-KS
EC,KS,NUMA1,EC-KS
EC,KS,NUP155,EC-KS
EC,KS,NUP214,EC-KS
EC,KS,NUP37,EC-KS
EC,KS,NUP50,EC-KS
EC,KS,NUP58,EC-KS
EC,KS,NUPR1,EC-KS
EC,KS,NUPR2,EC-KS
EC,KS,NXN,EC-KS
EC,KS,OAF,EC-KS
EC,KS,OAT,EC-KS
EC,KS,OAZ1,EC-KS
EC,KS,OAZ3,EC-KS
EC,KS,ODF2,EC-KS
EC,KS,ODF2L,EC-KS
EC,KS,ODF3L2,EC-KS
EC,KS,OFD1,EC-KS
EC,KS,OLFM1,EC-KS
EC,KS,OLFML2A,EC-KS
EC,KS,ORAI1,EC-KS
EC,KS,ORC3,EC-KS
EC,KS,ORC5,EC-KS
EC,KS,ORMDL1,EC-KS
EC,KS,OS9,EC-KS
EC,KS,OSBPL10,EC-KS
EC,KS,OSER1,EC-KS
EC,KS,OSMR,EC-KS
EC,KS,OSR2,EC-KS
EC,KS,OST4,EC-KS
EC,KS,OTUB1,EC-KS
EC,KS,OTUB2,EC-KS
EC,KS,P4HB,EC-KS
EC,KS,PABPC1,EC-KS
EC,KS,PABPC3,EC-KS
EC,KS,PAFAH1B1,EC-KS
EC,KS,PAFAH1B2,EC-KS
EC,KS,PAGE2B,EC-KS
EC,KS,PAIP2,EC-KS
EC,KS,PALB2,EC-KS
EC,KS,PALMD,EC-KS
EC,KS,PAM,EC-KS
EC,KS,PAPD4,EC-KS
EC,KS,PAPOLA,EC-KS
EC,KS,PARP14,EC-KS
EC,KS,PARP9,EC-KS
EC,KS,PCAT19,EC-KS
EC,KS,PCAT6,EC-KS
EC,KS,PCBP1,EC-KS
EC,KS,PCBP2,EC-KS
EC,KS,PCCB,EC-KS
EC,KS,PCGF2,EC-KS
EC,KS,PCMTD2,EC-KS
EC,KS,PCOLCE,EC-KS
EC,KS,PCSK7,EC-KS
EC,KS,PCYOX1,EC-KS
EC,KS,PCYT2,EC-KS
EC,KS,PDCD11,EC-KS
EC,KS,PDCD2,EC-KS
EC,KS,PDCL2,EC-KS
EC,KS,PDE1A,EC-KS
EC,KS,PDE2A,EC-KS
EC,KS,PDE9A,EC-KS
EC,KS,PDGFB,EC-KS
EC,KS,PDGFC,EC-KS
EC,KS,PDGFD,EC-KS
EC,KS,PDHA1,EC-KS
EC,KS,PDHA2,EC-KS
EC,KS,PDIA6,EC-KS
EC,KS,PDLIM2,EC-KS
EC,KS,PDLIM4,EC-KS
EC,KS,PDLIM7,EC-KS
EC,KS,PDPR,EC-KS
EC,KS,PDXK,EC-KS
EC,KS,PEAR1,EC-KS
EC,KS,PEBP1,EC-KS
EC,KS,PECAM1,EC-KS
EC,KS,PELO,EC-KS
EC,KS,PENK,EC-KS
EC,KS,PEPD,EC-KS
EC,KS,PET100,EC-KS
EC,KS,PFDN2,EC-KS
EC,KS,PFDN5,EC-KS
EC,KS,PFKL,EC-KS
EC,KS,PFN1,EC-KS
EC,KS,PGK2,EC-KS
EC,KS,PGLS,EC-KS
EC,KS,PGRMC1,EC-KS
EC,KS,PGRMC2,EC-KS
EC,KS,PHB,EC-KS
EC,KS,PHB2,EC-KS
EC,KS,PHF20,EC-KS
EC,KS,PHF3,EC-KS
EC,KS,PHF7,EC-KS
EC,KS,PHF8,EC-KS
EC,KS,PHKB,EC-KS
EC,KS,PHLDA1,EC-KS
EC,KS,PHTF1,EC-KS
EC,KS,PHYHD1,EC-KS
EC,KS,PIAS3,EC-KS
EC,KS,PIGP,EC-KS
EC,KS,PIH1D2,EC-KS
EC,KS,PIK3C2A,EC-KS
EC,KS,PIK3R3,EC-KS
EC,KS,PIM3,EC-KS
EC,KS,PIN4,EC-KS
EC,KS,PINK1,EC-KS
EC,KS,PITPNA,EC-KS
EC,KS,PITPNB,EC-KS
EC,KS,PITRM1,EC-KS
EC,KS,PKIG,EC-KS
EC,KS,PKM,EC-KS
EC,KS,PKN1,EC-KS
EC,KS,PLA2G16,EC-KS
EC,KS,PLAC9,EC-KS
EC,KS,PLAT,EC-KS
EC,KS,PLCB4,EC-KS
EC,KS,PLCZ1,EC-KS
EC,KS,PLD3,EC-KS
EC,KS,PLEC,EC-KS
EC,KS,PLEKHA1,EC-KS
EC,KS,PLIN2,EC-KS
EC,KS,PLIN3,EC-KS
EC,KS,PLK3,EC-KS
EC,KS,PLP2,EC-KS
EC,KS,PLPP1,EC-KS
EC,KS,PLPP3,EC-KS
EC,KS,PLSCR1,EC-KS
EC,KS,PLTP,EC-KS
EC,KS,PLXND1,EC-KS
EC,KS,PMS1,EC-KS
EC,KS,PMVK,EC-KS
EC,KS,PNMA1,EC-KS
EC,KS,PNPLA2,EC-KS
EC,KS,PNPLA8,EC-KS
EC,KS,PNRC1,EC-KS
EC,KS,PODXL,EC-KS
EC,KS,POGLUT1,EC-KS
EC,KS,POGZ,EC-KS
EC,KS,POLB,EC-KS
EC,KS,POLK,EC-KS
EC,KS,POLR2B,EC-KS
EC,KS,POLR2C,EC-KS
EC,KS,POLR2E,EC-KS
EC,KS,POLR2I,EC-KS
EC,KS,POLR2J3,EC-KS
EC,KS,POLR3C,EC-KS
EC,KS,POP7,EC-KS
EC,KS,POR,EC-KS
EC,KS,POSTN,EC-KS
EC,KS,PP2D1,EC-KS
EC,KS,PPDPF,EC-KS
EC,KS,PPFIBP1,EC-KS
EC,KS,PPHLN1,EC-KS
EC,KS,PPIA,EC-KS
EC,KS,PPIB,EC-KS
EC,KS,PPIL4,EC-KS
EC,KS,PPM1F,EC-KS
EC,KS,PPM1G,EC-KS
EC,KS,PPP1CA,EC-KS
EC,KS,PPP1R14A,EC-KS
EC,KS,PPP1R14B,EC-KS
EC,KS,PPP1R15A,EC-KS
EC,KS,PPP1R16B,EC-KS
EC,KS,PPP1R2C,EC-KS
EC,KS,PPP1R32,EC-KS
EC,KS,PPP1R36,EC-KS
EC,KS,PPP1R7,EC-KS
EC,KS,PPP1R9B,EC-KS
EC,KS,PPP2CA,EC-KS
EC,KS,PPP2CB,EC-KS
EC,KS,PPP2R2A,EC-KS
EC,KS,PPP3CA,EC-KS
EC,KS,PPP3R2,EC-KS
EC,KS,PPP4R1L,EC-KS
EC,KS,PPP5C,EC-KS
EC,KS,PPWD1,EC-KS
EC,KS,PQBP1,EC-KS
EC,KS,PRAF2,EC-KS
EC,KS,PRDX1,EC-KS
EC,KS,PRDX2,EC-KS
EC,KS,PRDX4,EC-KS
EC,KS,PRDX5,EC-KS
EC,KS,PRELID1,EC-KS
EC,KS,PRKAG2,EC-KS
EC,KS,PRKAR1A,EC-KS
EC,KS,PRKAR2A,EC-KS
EC,KS,PRKAR2B,EC-KS
EC,KS,PRKCSH,EC-KS
EC,KS,PRKD2,EC-KS
EC,KS,PRKD3,EC-KS
EC,KS,PRKDC,EC-KS
EC,KS,PRKRIP1,EC-KS
EC,KS,PRM1,EC-KS
EC,KS,PRM2,EC-KS
EC,KS,PRM3,EC-KS
EC,KS,PRMT1,EC-KS
EC,KS,PRMT2,EC-KS
EC,KS,PRMT5,EC-KS
EC,KS,PRNP,EC-KS
EC,KS,PROCA1,EC-KS
EC,KS,PROCR,EC-KS
EC,KS,PROS1,EC-KS
EC,KS,PRPF31,EC-KS
EC,KS,PRPF40A,EC-KS
EC,KS,PRPS2,EC-KS
EC,KS,PRPSAP1,EC-KS
EC,KS,PRR30,EC-KS
EC,KS,PRRC2B,EC-KS
EC,KS,PRSS58,EC-KS
EC,KS,PSAP,EC-KS
EC,KS,PSD3,EC-KS
EC,KS,PSIP1,EC-KS
EC,KS,PSMA2,EC-KS
EC,KS,PSMA4,EC-KS
EC,KS,PSMB4,EC-KS
EC,KS,PSMB8,EC-KS
EC,KS,PSMB9,EC-KS
EC,KS,PSMC1,EC-KS
EC,KS,PSMC3,EC-KS
EC,KS,PSMC6,EC-KS
EC,KS,PSMD1,EC-KS
EC,KS,PSMD12,EC-KS
EC,KS,PSMD6,EC-KS
EC,KS,PSMD7,EC-KS
EC,KS,PSME1,EC-KS
EC,KS,PSME2,EC-KS
EC,KS,PSMF1,EC-KS
EC,KS,PSMG2,EC-KS
EC,KS,PSORS1C1,EC-KS
EC,KS,PTGDS,EC-KS
EC,KS,PTGIS,EC-KS
EC,KS,PTGS2,EC-KS
EC,KS,PTK2,EC-KS
EC,KS,PTMAP2,EC-KS
EC,KS,PTMAP4,EC-KS
EC,KS,PTMS,EC-KS
EC,KS,PTOV1,EC-KS
EC,KS,PTP4A1,EC-KS
EC,KS,PTP4A3,EC-KS
EC,KS,PTPRK,EC-KS
EC,KS,PTPRM,EC-KS
EC,KS,PTTG1,EC-KS
EC,KS,PTTG1IP,EC-KS
EC,KS,PUF60,EC-KS
EC,KS,PUM3,EC-KS
EC,KS,PURA,EC-KS
EC,KS,PYCARD,EC-KS
EC,KS,PYCR2,EC-KS
EC,KS,R3HCC1,EC-KS
EC,KS,RAB11B,EC-KS
EC,KS,RAB11FIP4,EC-KS
EC,KS,RAB13,EC-KS
EC,KS,RAB1B,EC-KS
EC,KS,RAB34,EC-KS
EC,KS,RAB35,EC-KS
EC,KS,RAB3IP,EC-KS
EC,KS,RAB40B,EC-KS
EC,KS,RAB5C,EC-KS
EC,KS,RAB8A,EC-KS
EC,KS,RAB8B,EC-KS
EC,KS,RABAC1,EC-KS
EC,KS,RABGAP1,EC-KS
EC,KS,RABIF,EC-KS
EC,KS,RAC1,EC-KS
EC,KS,RACK1,EC-KS
EC,KS,RAD17,EC-KS
EC,KS,RAD23A,EC-KS
EC,KS,RAE1,EC-KS
EC,KS,RALGAPA2,EC-KS
EC,KS,RALY,EC-KS
EC,KS,RAMP2,EC-KS
EC,KS,RAMP3,EC-KS
EC,KS,RAN,EC-KS
EC,KS,RANBP2,EC-KS
EC,KS,RANBP9,EC-KS
EC,KS,RANGAP1,EC-KS
EC,KS,RANGRF,EC-KS
EC,KS,RAPH1,EC-KS
EC,KS,RARRES2,EC-KS
EC,KS,RARS2,EC-KS
EC,KS,RASD1,EC-KS
EC,KS,RASIP1,EC-KS
EC,KS,RASSF1,EC-KS
EC,KS,RASSF2,EC-KS
EC,KS,RASSF3,EC-KS
EC,KS,RASSF8,EC-KS
EC,KS,RASSF9,EC-KS
EC,KS,RBBP7,EC-KS
EC,KS,RBBP8,EC-KS
EC,KS,RBCK1,EC-KS
EC,KS,RBM23,EC-KS
EC,KS,RBM25,EC-KS
EC,KS,RBM3,EC-KS
EC,KS,RBM38,EC-KS
EC,KS,RBM39,EC-KS
EC,KS,RBM42,EC-KS
EC,KS,RBMX2,EC-KS
EC,KS,RBP1,EC-KS
EC,KS,RBPMS,EC-KS
EC,KS,RBX1,EC-KS
EC,KS,RCAN2,EC-KS
EC,KS,RCN1,EC-KS
EC,KS,RCN2,EC-KS
EC,KS,RCN3,EC-KS
EC,KS,RCSD1,EC-KS
EC,KS,RDX,EC-KS
EC,KS,RELA,EC-KS
EC,KS,RERGL,EC-KS
EC,KS,RETREG1,EC-KS
EC,KS,REX1BD,EC-KS
EC,KS,REXO5,EC-KS
EC,KS,RFLNB,EC-KS
EC,KS,RFPL3S,EC-KS
EC,KS,RFTN1,EC-KS
EC,KS,RFXANK,EC-KS
EC,KS,RGCC,EC-KS
EC,KS,RGL2,EC-KS
EC,KS,RGS16,EC-KS
EC,KS,RGS2,EC-KS
EC,KS,RGS22,EC-KS
EC,KS,RGS3,EC-KS
EC,KS,RGS5,EC-KS
EC,KS,RHEB,EC-KS
EC,KS,RHOA,EC-KS
EC,KS,RHOB,EC-KS
EC,KS,RHOC,EC-KS
EC,KS,RHOG,EC-KS
EC,KS,RHOU,EC-KS
EC,KS,RILPL2,EC-KS
EC,KS,RING1,EC-KS
EC,KS,RIOK1,EC-KS
EC,KS,RIOK3,EC-KS
EC,KS,RIPOR1,EC-KS
EC,KS,RMND5A,EC-KS
EC,KS,RN7SL2,EC-KS
EC,KS,RNASE1,EC-KS
EC,KS,RNASEH2C,EC-KS
EC,KS,RNF111,EC-KS
EC,KS,RNF125,EC-KS
EC,KS,RNF130,EC-KS
EC,KS,RNF133,EC-KS
EC,KS,RNF138,EC-KS
EC,KS,RNF141,EC-KS
EC,KS,RNF151,EC-KS
EC,KS,RNF168,EC-KS
EC,KS,RNF17,EC-KS
EC,KS,RNF187,EC-KS
EC,KS,RNF216,EC-KS
EC,KS,RNF32,EC-KS
EC,KS,RNF38,EC-KS
EC,KS,RNF4,EC-KS
EC,KS,RNF41,EC-KS
EC,KS,RNH1,EC-KS
EC,KS,ROBO4,EC-KS
EC,KS,ROCK2,EC-KS
EC,KS,ROMO1,EC-KS
EC,KS,ROPN1,EC-KS
EC,KS,ROPN1B,EC-KS
EC,KS,ROPN1L,EC-KS
EC,KS,RPAIN,EC-KS
EC,KS,RPAP2,EC-KS
EC,KS,RPAP3,EC-KS
EC,KS,RPF2,EC-KS
EC,KS,RPGRIP1,EC-KS
EC,KS,RPIA,EC-KS
EC,KS,RPRD1A,EC-KS
EC,KS,RRAGA,EC-KS
EC,KS,RRAS,EC-KS
EC,KS,RSPRY1,EC-KS
EC,KS,RSRC2,EC-KS
EC,KS,RTL8A,EC-KS
EC,KS,RTL8C,EC-KS
EC,KS,RTN2,EC-KS
EC,KS,RTN4,EC-KS
EC,KS,RUFY2,EC-KS
EC,KS,S100A10,EC-KS
EC,KS,S100A13,EC-KS
EC,KS,S100A4,EC-KS
EC,KS,S100A6,EC-KS
EC,KS,S100PBP,EC-KS
EC,KS,SACM1L,EC-KS
EC,KS,SAMD4A,EC-KS
EC,KS,SAMHD1,EC-KS
EC,KS,SAMM50,EC-KS
EC,KS,SAP30,EC-KS
EC,KS,SAR1B,EC-KS
EC,KS,SART1,EC-KS
EC,KS,SASH1,EC-KS
EC,KS,SBNO1,EC-KS
EC,KS,SCAND1,EC-KS
EC,KS,SCARB1,EC-KS
EC,KS,SCD5,EC-KS
EC,KS,SCML1,EC-KS
EC,KS,SCOC,EC-KS
EC,KS,SCP2D1,EC-KS
EC,KS,SCPEP1,EC-KS
EC,KS,SCRN1,EC-KS
EC,KS,SCRN2,EC-KS
EC,KS,SDAD1,EC-KS
EC,KS,SDCBP,EC-KS
EC,KS,SDF4,EC-KS
EC,KS,SDHAF3,EC-KS
EC,KS,SDHD,EC-KS
EC,KS,SDR39U1,EC-KS
EC,KS,SEC11A,EC-KS
EC,KS,SEC13,EC-KS
EC,KS,SEC14L1,EC-KS
EC,KS,SEC24B,EC-KS
EC,KS,SEC61B,EC-KS
EC,KS,SEC62,EC-KS
EC,KS,SECISBP2,EC-KS
EC,KS,SELENOF,EC-KS
EC,KS,SELENOH,EC-KS
EC,KS,SELENOK,EC-KS
EC,KS,SELENOM,EC-KS
EC,KS,SELENON,EC-KS
EC,KS,SELENOP,EC-KS
EC,KS,SELP,EC-KS
EC,KS,SEMA6D,EC-KS
EC,KS,SENP1,EC-KS
EC,KS,SEPT7P9,EC-KS
EC,KS,SERP2,EC-KS
EC,KS,SERPINA5,EC-KS
EC,KS,SERPINF1,EC-KS
EC,KS,SERTAD4,EC-KS
EC,KS,SERTAD4-AS1,EC-KS
EC,KS,SET,EC-KS
EC,KS,SETD2,EC-KS
EC,KS,SETD9,EC-KS
EC,KS,SF3A1,EC-KS
EC,KS,SF3A2,EC-KS
EC,KS,SFR1,EC-KS
EC,KS,SFT2D1,EC-KS
EC,KS,SGK1,EC-KS
EC,KS,SH3BGRL,EC-KS
EC,KS,SH3BGRL2,EC-KS
EC,KS,SH3BGRL3,EC-KS
EC,KS,SH3BP4,EC-KS
EC,KS,SH3BP5,EC-KS
EC,KS,SH3GL3,EC-KS
EC,KS,SH3GLB2,EC-KS
EC,KS,SH3RF2,EC-KS
EC,KS,SHANK3,EC-KS
EC,KS,SHC1,EC-KS
EC,KS,SHISA5,EC-KS
EC,KS,SHOC2,EC-KS
EC,KS,SIGIRR,EC-KS
EC,KS,SIPA1,EC-KS
EC,KS,SIRPD,EC-KS
EC,KS,SIVA1,EC-KS
EC,KS,SIX5,EC-KS
EC,KS,SLC10A3,EC-KS
EC,KS,SLC15A3,EC-KS
EC,KS,SLC16A7,EC-KS
EC,KS,SLC20A1,EC-KS
EC,KS,SLC22A17,EC-KS
EC,KS,SLC25A1,EC-KS
EC,KS,SLC25A3,EC-KS
EC,KS,SLC25A37,EC-KS
EC,KS,SLC25A4,EC-KS
EC,KS,SLC25A46,EC-KS
EC,KS,SLC25A6,EC-KS
EC,KS,SLC44A1,EC-KS
EC,KS,SLC50A1,EC-KS
EC,KS,SLC52A3,EC-KS
EC,KS,SLC9A3R2,EC-KS
EC,KS,SLCO2A1,EC-KS
EC,KS,SLCO2B1,EC-KS
EC,KS,SLFN5,EC-KS
EC,KS,SLIT1-AS1,EC-KS
EC,KS,SLIT2-IT1,EC-KS
EC,KS,SLK,EC-KS
EC,KS,SLU7,EC-KS
EC,KS,SMAD1,EC-KS
EC,KS,SMARCB1,EC-KS
EC,KS,SMCP,EC-KS
EC,KS,SMDT1,EC-KS
EC,KS,SMIM14,EC-KS
EC,KS,SMIM26,EC-KS
EC,KS,SMIM29,EC-KS
EC,KS,SMKR1,EC-KS
EC,KS,SMTN,EC-KS
EC,KS,SNAI1,EC-KS
EC,KS,SNAP23,EC-KS
EC,KS,SNAPC5,EC-KS
EC,KS,SNAPIN,EC-KS
EC,KS,SNHG16,EC-KS
EC,KS,SNHG25,EC-KS
EC,KS,SNHG5,EC-KS
EC,KS,SNHG6,EC-KS
EC,KS,SNHG7,EC-KS
EC,KS,SNHG9,EC-KS
EC,KS,SNORD3A,EC-KS
EC,KS,SNRPA,EC-KS
EC,KS,SNRPB,EC-KS
EC,KS,SNRPN,EC-KS
EC,KS,SNX21,EC-KS
EC,KS,SNX6,EC-KS
EC,KS,SNX9,EC-KS
EC,KS,SOCS2,EC-KS
EC,KS,SOCS3,EC-KS
