stage,group,comparison,pathway,pathway_readable,setSize,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,neglog10_fdr
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,156,1.34975965620852,0.0196052248305787,0.0316213303719012,0.00998568327533722,3528,"tags=35%, list=9%, signal=31%",LGALS1/S100A10/GLUL/MGLL/IDH3G/MDH1/SERINC1/PRDX6/ALDH1A1/CA2/PCBD1/PSME1/YWHAH/METAP1/GPD2/PTPRG/HADH/ALDH3A2/EPHX1/APEX1/ACSS1/HSD17B11/AOC3/SDHD/CD36/CBR1/ADIPOR2/PDHA1/ACSL4/HSD17B10/ENO2/NSDHL/SUCLG2/MLYCD/MAOA/REEP6/ERP29/SMS/SDHC/UROD/UBE2L6/INMT/PTS/HMGCS2/HCCS/HSD17B4/BLVRA/ACSL1/MDH2/UGDH/ACAA2/GABARAPL1/ETFDH/OSTC,1.5000198623917487
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,103,1.38468446285074,0.024293780762118,0.0379590324408094,0.0119870628760451,5313,"tags=37%, list=14%, signal=32%",PFN1/CFL1/YWHAB/NFKBIB/EIF4E/RAC1/PTPN11/PRKAR2A/UBE2N/HSP90B1/DUSP3/CLTC/CDKN1A/CDKN1B/RALB/ACTR2/STAT2/GRB2/SMAD2/ARF1/MAPK8/TNFRSF1A/EGFR/RIT1/ECSIT/MAPK9/ATF1/NCK1/ARPC3/PRKAA2/PPP1CA/TRAF2/RIPK1/NGF/ACACA/TIAM1/ADCY2/MKNK2,1.4206848660806979
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_SPERMATOGENESIS,Spermatogenesis,132,-1.30868113720823,0.0269919024475656,0.0408968218902509,0.0129147858600792,2578,"tags=39%, list=7%, signal=36%",SCG3/SIRT1/CNIH2/TEKT2/MLLT10/NAA11/MAP7/SYCP1/CCNA1/IL13RA2/HSPA2/CLGN/ACRBP/EZH2/NEK2/ART3/STAM2/CDK1/IFT88/ZC2HC1C/VDAC3/CDKN3/COIL/PDHA2/IDE/TULP2/AGFG1/PIAS2/THEG/CAMK4/SCG5/PACRG/RAD17/ADAM2/ODF1/CCNB2/PAPOLB/PGK2/DBF4/NPHP1/TTK/DDX25/ADAD1/ZPBP/PSMG1/CCT6B/GSTM3/LDHC/TUBA3C/GAPDHS/TSSK2,1.3883104398937554
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_MYC_TARGETS_V1,Myc Targets V1,181,1.28225379577324,0.0329359241714719,0.0484351826051057,0.015295320822665,2754,"tags=38%, list=7%, signal=35%",HSP90AB1/EIF4H/SSB/EIF4E/CANX/ACP1/PRDX3/EEF1B2/RACK1/HNRNPA1/GLO1/CNBP/HSPD1/PSMA7/PRPS2/FBL/SMARCC1/PPIA/C1QBP/HNRNPA2B1/UBE2L3/EIF4G2/DEK/SLC25A3/EIF1AX/UBA2/HNRNPU/SYNCRIP/PSMC6/HDDC2/XPO1/HNRNPR/DDX21/PTGES3/SNRPD3/APEX1/PGK1/DDX18/TRA2B/PPM1G/HPRT1/IMPDH2/LSM2/DUT/IFRD1/G3BP1/HSPE1/GNL3/SF3A1/SRSF2/RFC4/LSM7/SET/PHB2/SNRPD2/HNRNPA3/VBP1/NDUFAB1/CLNS1A/MYC/TOMM70/CUL1/EIF3J/RAD23B/ETF1/FAM120A/UBE2E1/RNPS1,1.3148390585938179
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_HEDGEHOG_SIGNALING,Hedgehog Signaling,36,1.42121050001068,0.0398385240002919,0.0569121771432741,0.0179722664662971,4634,"tags=36%, list=12%, signal=32%",CDK6/ETS2/NRP1/MYH9/DPYSL2/ADGRG1/SLIT1/TLE3/PTCH1/PML/LDB1/UNC5C/VLDLR,1.2447948003831557
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,72,1.32293215304609,0.0669745958429561,0.0930202720041057,0.0293748227381386,5052,"tags=43%, list=14%, signal=37%",S100A11/CD9/LGALS3/ANXA5/ACTG1/JAG1/CTNNB1/PNRC1/STX5/CXCL16/ERRFI1/CLU/NSDHL/ANTXR2/HMGCR/PDK3/PLSCR1/ATF3/TM7SF2/PMVK/GPX8/GNAI1/SREBF2/LGMN/SQLE/NFIL3/SCD/LPL/TMEM97/SC5D/PLAUR,1.031422394885678
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_MITOTIC_SPINDLE,Mitotic Spindle,198,1.20666439743959,0.082089552238806,0.110931827349738,0.0350311033736014,3500,"tags=32%, list=9%, signal=29%",SORBS2/CDC42/GSN/FLNA/NET1/DYNLL2/EZR/SPTBN1/VCL/MYH9/WASF2/NEDD9/CENPJ/SMC1A/PALLD/ACTN4/SPTAN1/STAU1/RABGAP1/KIF2C/PDLIM5/UXT/WASL/STK38L/CEP57/RALBP1/CLASP1/ROCK1/ARHGAP29/CAPZB/CLIP1/RAPGEF5/FGD4/HOOK3/CYTH2/CTTN/NOTCH2/ARHGEF12/CSNK1D/TUBGCP2/ABI1/PCNT/SMC3/ARHGAP10/PAFAH1B1/CKAP5/WASF1/FSCN1/TUBA4A/ABR/ARHGAP5/AKAP13/MYO1E/SMC4/MYH10/CEP192/FLNB/MARCKS/LRPPRC/CDC42EP4/MID1/ARHGEF7/SYNPO,0.954943832937558
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,190,1.19517888921249,0.09,0.117647058823529,0.0371517027863777,4293,"tags=41%, list=11%, signal=36%",MGST3/NDUFA4/LDHB/ATP5MC3/SLC25A6/COX7B/ATP6V0E1/ATP5F1C/PRDX3/IDH3G/SLC25A4/CYB5R3/ATP5MC2/SLC25A5/MDH1/PDK4/NDUFA1/COX4I1/COX8A/NDUFB2/NDUFB7/UQCRH/SLC25A3/ATP6V1G1/UQCRC2/GPI/OAT/ATP6V0B/CYB5A/HSPA9/ATP6V1E1/BDH2/COX5B/COX7A2L/SDHD/MPC1/ISCA1/PDHA1/HSD17B10/OGDH/ETFA/NDUFS1/ATP5MC1/PHB2/OPA1/SDHC/ATP5F1A/ALAS1/NDUFAB1/TOMM70/ATP6AP1/ATP5F1D/HCCS/MAOB/ATP5F1E/GLUD1/CYC1/LRPPRC/NDUFA9/ATP6V1H/MDH2/ACAA2/SLC25A20/ETFDH/NDUFB8/NDUFS8/IMMT/GOT2/COX17/ATP6V1D/NDUFS3/CPT1A/IDH2/ACADM/UQCR11/NDUFS2/VDAC2,0.9294189257142943
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,109,1.27171833772093,0.0917647058823529,0.117647058823529,0.0371517027863777,4091,"tags=33%, list=11%, signal=29%",YWHAZ/EIF4A2/EIF4E/MTHFD2/BANF1/SEC31A/EIF4G1/DNAJA4/HSP90B1/TSPYL2/HERPUD1/ATF4/TTC37/HSPA9/CCL2/SEC11A/DNAJC3/HSPA5/DCP1A/CEBPG/PDIA5/ASNS/ATF3/CKS1B/DKC1/BAG3/SLC1A4/PARN/SRPRB/DCP2/SRPRA/IFIT1/FKBP14/YIF1A/XBP1/PDIA6,0.9294189257142943
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_APICAL_SURFACE,Apical Surface,42,1.29102720203016,0.115207373271889,0.140496796673036,0.0443674094756955,3598,"tags=26%, list=10%, signal=24%",HSPB1/APP/ADIPOR2/DCBLD2/CX3CL1/B4GALT1/FLOT2/MAL/AFAP1L2/ADAM10/ATP8B1,0.8523335775602081
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_PANCREAS_BETA_CELLS,Pancreas Beta Cells,38,-1.31392207315595,0.113074204946996,0.140496796673036,0.0443674094756955,2796,"tags=18%, list=7%, signal=17%",SPCS1/DPP4/ELP4/SRP14/G6PC2/SRP9/IAPP,0.8523335775602081
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_E2F_TARGETS,E2f Targets,198,-1.12866178712916,0.171666666666667,0.199612403100775,0.0630354957160343,4026,"tags=29%, list=11%, signal=26%",RPA1/CENPM/GINS3/AK2/CDC25A/MCM4/TBRG4/CKS2/POLD3/PPM1D/NBN/SHMT1/GSPT1/TOP2A/HNRNPD/WEE1/RACGAP1/HMMR/MMS22L/LMNB1/TACC3/PLK4/MCM7/SPAG5/USP1/RFC1/CDC20/CENPE/PSMC3IP/BIRC5/EZH2/PA2G4/DEPDC1/NUDT21/CDK1/CSE1L/HMGB3/BUB1B/DIAPH3/DLGAP5/CDKN3/CIT/ORC2/EXOSC8/TMPO/SMC6/XRCC6/CCNB2/JPT1/MLH1/CBX5/CDKN2A/PTTG1/PLK1/UBR7/KPNA2/LYAR,0.6998124769220396
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_NOTCH_SIGNALING,Notch Signaling,32,1.22757408724298,0.168224299065421,0.199612403100775,0.0630354957160343,2463,"tags=34%, list=7%, signal=32%",HES1/JAG1/RBX1/SKP1/NOTCH3/FBXW11/NOTCH2/MAML2/CCND1/CUL1/HEYL,0.6998124769220396
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_PEROXISOME,Peroxisome,104,1.13563910084818,0.194774346793349,0.221334484992442,0.0698951005239291,4883,"tags=36%, list=13%, signal=31%",SOD1/SLC25A4/CNBP/SMARCC1/TSPO/ALDH1A1/SCP2/DHRS3/YWHAH/GSTK1/HSD17B11/ACSL4/PEX5/PRDX1/MLYCD/ESR2/ITGB1BP1/SLC25A17/HSD17B4/MVP/CAT/PRDX5/FADS1/SOD2/ACSL1/ALDH9A1/CADM1/ELOVL5/ABCB1/ABCC5/IDH2/SLC23A2/RDH11/ISOC1/ABCB4/DIO1/HMGCL,0.6549509156021207
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_GLYCOLYSIS,Glycolysis,198,1.06221511908097,0.276119402985075,0.306799336650083,0.0968840010473946,6469,"tags=40%, list=17%, signal=34%",DCN/SOD1/PKM/TPI1/MDH1/PPIA/MXI1/ARPP19/TXN/IL13RA1/AK3/CYB5A/TALDO1/PAM/PGK1/ENO2/CITED2/NSDHL/B4GALT7/HSPA5/AGL/GLRX/SDHC/PGAM1/PDK3/ANKZF1/GNPDA1/COL5A1/QSOX1/B4GALT1/GPR87/HDLBP/IGFBP3/EGFR/POLR3K/COG2/MDH2/G6PD/PLOD1/AK4/ME2/CTH/ALDH9A1/GOT2/SOX9/GCLC/SLC35A3/ALDH7A1/STMN1/CHST12/PGLS/VLDLR/ME1/EXT2/MERTK/PRPS1/ENO1/RBCK1/VCAN/DLD/B3GALT6/B3GAT3/LCT/TKTL1/CAPN5/SDC3/IRS2/SDC2/PAXIP1/TGFBI/PYGB/CD44/CXCR4/MET/PHKA2/AKR1A1/GNE/DDIT4/B4GALT2/NOL3,0.5131455837371374
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_G2M_CHECKPOINT,G2m Checkpoint,194,-1.03887472087178,0.342762063227953,0.372567460030384,0.117652882114858,3844,"tags=29%, list=10%, signal=26%",KIF20B/CDC25A/RBM14/E2F3/CKS2/FOXN3/GSPT1/TOP2A/SMC2/HNRNPD/KATNA1/RACGAP1/TFDP1/SAP30/HMMR/ATF5/CUL4A/CDC27/LMNB1/DR1/TACC3/CDC7/PLK4/TROAP/KPNB1/CDC20/CENPE/BIRC5/NUMA1/KNL1/KIF11/EWSR1/EZH2/NEK2/NUP50/CDK1/BUB3/NDC80/HMGB3/NUSAP1/CDKN3/KIF15/TMPO/KIF23/KIF5B/CCNB2/CENPF/JPT1/DBF4/TTK/PTTG1/ODC1/PLK1/KPNA2/UCK2/CUL3/PBK,0.42879507897914154
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_DNA_REPAIR,Dna Repair,147,1.01568733658712,0.366161616161616,0.389533634214485,0.12301062133089,4026,"tags=29%, list=11%, signal=26%",POLR2J/ARL6IP1/POLB/RALA/ELL/SDCBP/BCAP31/RBX1/GUK1/AK3/POLR2G/APRT/NELFCD/HPRT1/IMPDH2/SMAD5/EIF1B/DGUOK/DUT/NME4/TMED2/NFX1/NME3/BCAM/DDB1/POLR2K/RFC4/REV3L/POLR3C/TAF13/POLE4/GTF2F1/POLR2A/XPC/DCTN4/EDF1/CANT1/PCNA/NME1/SEC61A1/COX17/DGCR8/GMPR2,0.40945503729023636
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_BILE_ACID_METABOLISM,Bile Acid Metabolism,111,0.952376974708409,0.523584905660377,0.542427497314715,0.171292893888857,4759,"tags=25%, list=13%, signal=22%",SOD1/ALDH1A1/SCP2/GSTK1/HSD17B11/APOA1/MLYCD/ABCA3/LIPE/CROT/PNPLA8/PEX1/AR/HSD17B4/CAT/PRDX5/FADS1/SLC22A18/ACSL1/ALDH9A1/CYP46A1/SLC29A1/IDH2/SLC23A2/ABCA8/ISOC1/RBP1/DIO1,0.26565830286268155
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_MYC_TARGETS_V2,Myc Targets V2,57,-0.956178779604664,0.531578947368421,0.542427497314715,0.171292893888857,4158,"tags=25%, list=11%, signal=22%",CDK4/SORD/NIP7/RCL1/MCM4/TBRG4/RABEPK/MRTO4/PLK4/PA2G4/CBX3/IPO4/PLK1/AIMP2,0.26565830286268155
Round_Spermatids,OA,OA vs Ctrl,HALLMARK_KRAS_SIGNALING_DN,Kras Signaling Dn,189,0.789245634311747,0.989974937343358,0.989974937343358,0.312623664424218,6010,"tags=18%, list=16%, signal=15%",KCNMB1/BTG2/GPRC5C/GAMT/IFI44L/KRT15/ZBTB16/SGK1/ITIH3/SLC30A3/DCC/EFHD1/EDN1/NRIP2/BARD1/NTF3/SELENOP/CPEB3/SYNPO/THRB/NR4A2/SLC25A23/TENM2/TNNI3/CPB1/NUDT11/DTNB/SLC6A14/COQ8A/ACTC1/ASB7/MYO15A/C5/ARPP21,0.004375800060288191
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_COAGULATION,Coagulation,135,2.0717117534313,1.70033790486314e-10,4.25084476215785e-09,1.43186349883212e-09,3378,"tags=32%, list=9%, signal=29%",TIMP3/A2M/SPARC/CSRP1/TIMP1/CRIP2/SERPING1/CD9/GSN/WDR1/SIRT2/CAPN2/RAC1/CTSB/FN1/PECAM1/VWF/C1R/SERPINE1/PRSS23/FBN1/GNG12/ANXA1/GNB2/F8/THBS1/CFH/CTSO/C1S/PEF1/LAMP2/C1QA/S100A13/CFD/F3/MMP2/MSRB2/CTSK/THBD/ARF4/KLF7/TF/HMGCS2,8.371524754870387
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,198,2.09514988683684,1e-10,4.25084476215785e-09,1.43186349883212e-09,3952,"tags=42%, list=11%, signal=38%",MYL9/TPM2/CALD1/MGP/TIMP3/LGALS1/MYLK/TPM1/VIM/DCN/TPM4/SPARC/ITGB1/TIMP1/TAGLN/GADD45B/FLNA/POSTN/ACTA2/JUN/CD59/BGN/RHOB/FN1/SAT1/EMP3/DPYSL3/SERPINE1/ID2/CAP2/COL4A1/FBN1/CXCL12/MEST/FSTL1/CALU/PMP22/THBS1/FAS/COL6A2/COPA/SGCB/GADD45A/SERPINH1/FERMT2/MFAP5/SLIT3/LUM/ENO2/IL32/COL1A1/COL4A2/NOTCH2/ECM2/FUCA1/IGFBP4/PDGFRB/ABI3BP/MMP2/TGFBR3/COL5A1/CD44/COL1A2/FBLN5/DAB2/FSTL3/SPOCK1/IGFBP3/INHBA/COL6A3/QSOX1/LAMC1/WIPF1/COL11A1/APLP1/PLOD1/SERPINE2/COL3A1/CXCL8/PFN2/NNMT/MMP14/GPX7,8.371524754870387
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_APICAL_JUNCTION,Apical Junction,198,1.91609259970208,2.82980371082906e-09,4.71633951804843e-08,1.58866173239526e-08,3073,"tags=25%, list=8%, signal=23%",ACTB/MYL9/PFN1/ITGB1/NEXN/CD99/ACTG1/MSN/GNAI2/ACTG2/MAP3K20/ARPC2/ACTN1/PECAM1/VCL/MYH9/VWF/RSU1/ACTN4/CTNNA1/WASL/CD34/RRAS/HADH/YWHAH/MYL12B/FBN1/TJP1/ZYX/CLDN5/LIMA1/CAP1/SLC30A3/PARVA/GTF2F1/GAMT/SORBS3/TIAL1/AMIGO2/CX3CL1/MMP2/CNN2/TUBG1/MDK/MYH10/NF1/ITGA9/B4GALT1/EGFR,7.326394938626249
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling Via Nfkb,198,1.87218075871461,2.81127746226217e-08,3.51409682782772e-07,1.18369577358407e-07,4017,"tags=35%, list=11%, signal=32%",DUSP1/FOS/GADD45B/NFKBIA/JUN/BTG1/KLF6/IER2/LITAF/HES1/ZFP36/RHOB/EGR1/ETS2/JAG1/SAT1/EHD1/JUNB/EIF1/PDLIM5/SERPINE1/NINJ1/BTG2/ID2/IL6ST/CEBPD/PHLDA2/DRAM1/NFE2L2/PNRC1/MCL1/CDKN1A/IRF1/TSC22D1/PLK2/GADD45A/ATP2B1/CCL2/PPP1R15A/PER1/IFIH1/CCND1/EDN1/KLF2/CXCL3/ATF3/F3/MYC/TIPARP/CD44/TNFAIP8/EFNA1/NFAT5/HBEGF/DNAJB4/B4GALT1/KLF10/INHBA/NAMPT/NFIL3/SGK1/CSF1/TNIP1/PLPP3/NR4A2/BTG3/SOD2/KDM6B/KLF9/CCNL1,6.454186276075807
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_APOPTOSIS,Apoptosis,159,1.9259273262124,8.72396992048043e-08,8.72396992048043e-07,2.93860039426709e-07,3892,"tags=41%, list=10%, signal=37%",IFITM3/TIMP3/GPX3/HSPB1/CAV1/DCN/TXNIP/TIMP1/GADD45B/GSN/SOD1/LGALS3/JUN/BGN/RHOB/SAT1/IGFBP6/NEDD9/TSPO/SPTAN1/LMNA/BTG2/BCAP31/CTNNB1/GPX4/GPX1/TNFSF10/ADD1/APP/ROCK1/ANXA1/ETF1/MCL1/CDKN1A/FEZ1/IRF1/FAS/GADD45A/HGF/BNIP3L/LUM/ENO2/CCND2/CCND1/IFNGR1/ATF3/PDGFRB/EMP1/MMP2/TGFBR3/CASP3/CD44/CREBBP/HMGB2/CTH/F2R/XIAP/CASP2/CDKN1B/VDAC2/PPT1/RARA/BTG3/SOD2/DNM1L,6.059285840501853
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,195,1.83527531730933,1.40649764086486e-07,1.17208136738738e-06,3.94806355330487e-07,4305,"tags=37%, list=12%, signal=33%",B2M/IFITM3/MT2A/TXNIP/IFITM2/CD74/IFI27/SERPING1/NFKBIA/BTG1/HLA-B/ARID5B/MTHFD2/STAT3/LY6E/VAMP5/C1R/BST2/HLA-A/TNFSF10/PSME1/ADAR/SAMHD1/CDKN1A/IFI44L/IRF1/LGALS3BP/HLA-DMA/FAS/GBP4/PSMB9/CFH/FGL2/IRF2/PLSCR1/TRAFD1/C1S/CCL2/PSMB8/IFIH1/PFKP/EIF2AK2/STAT2/TAPBP/SAMD9L/HLA-DRB1/CASP3/UBE2L6/HLA-DQA1/SSPN/PTPN6/IFI44/NMI/NAMPT/ISG15/MVP/HIF1A/PARP14/RIPK1/APOL6/GPR18/CD40/IFIT1/SOD2/SOCS1/TRIM21/PSME2/LCP2/IFI35/CXCL11/OAS2/PML/FCGR1A,5.93104223799307
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_MYOGENESIS,Myogenesis,196,1.81627271494637,2.20811300955908e-07,1.57722357825649e-06,5.31275310570606e-07,4335,"tags=39%, list=12%, signal=34%",TPM2/MYH11/GPX3/MYLK/IGFBP7/SPARC/ITGB1/FHL1/TAGLN/GADD45B/GSN/CRYAB/EIF4A2/SIRT2/SVIL/BAG1/APOD/CKB/ABLIM1/CASQ2/PDLIM7/LPIN1/MYH9/CNN3/DMD/SPTAN1/SYNGR2/DES/TPM3/APP/MAPRE3/COL15A1/AEBP1/CD36/COX7A1/CDKN1A/ACSL1/GABARAPL2/COL6A2/SORBS3/SGCA/LARGE1/SORBS1/COL1A1/CFD/COL4A2/PRNP/SMTN/GAA/AGL/PTP4A3/DTNA/LDB3/SSPN/IFRD1/ATP6AP1/HBEGF/IGFBP3/RB1/MYO1C/COL6A3/GNAO1/KIFC3/MEF2D/PPP1R3C/COL3A1/BIN1/CHRNB1/LAMA2/SOD3/WWTR1/NQO1/PICK1/MEF2A/FABP3/PYGM,5.802106739188121
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_COMPLEMENT,Complement,199,1.65424357168335,3.90974791899304e-05,0.000244359244937065,8.23104825051165e-05,4485,"tags=33%, list=12%, signal=29%",PFN1/CD46/CSRP1/TIMP1/SERPING1/CD55/CALM1/LGALS3/ANXA5/CD59/GNAI2/ZEB1/CTSB/FN1/EHD1/CPM/C1R/SERPINE1/CA2/GPD2/GNB2/F8/CD36/KCNIP2/IRF1/CTSS/GNG2/PSMB9/HSPA1A/CFH/CTSO/CTSD/IRF2/PLSCR1/C1S/LAMP2/C1QA/RBSN/S100A13/COL4A2/GRB2/F3/GNB4/RHOG/CASP3/C1QC/PDP1/CTSC/PRDM4/RNF4/FCER1G/F10/APOBEC3F/MMP14/PCLO/SH2B3/DOCK4/LCP2/C3/CPQ/LGMN/DOCK9/USP14/HSPA5/GNAI3/DGKG,3.6119712254952283
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,140,1.71632915894944,8.88041902096839e-05,0.000493356612276022,0.000166183279924555,3969,"tags=44%, list=11%, signal=39%",IGFBP5/CAV1/DUSP1/ANXA2/ATRX/MGLL/MT1E/LTBP1/MAP1B/PRKCE/NFIB/ID1/NRP1/PDLIM5/NIPBL/SERPINE1/YTHDC1/WDR37/CAP2/PTPRM/CELF2/FHL2/SYNE1/TGFBR2/TJP1/PMP22/HAS2/PLCB4/ATP2B1/INPP4B/KALRN/CDK13/CITED2/COL1A1/NOTCH2/PDGFRB/F3/MYC/ARHGEF9/DLC1/TGFBR3/APBB2/SLC22A18/COL1A2/FBLN5/DAB2/SYNJ2/ICA1/GRK5/SIPA1L1/ATP2B4/CDKN1B/LAMC1/COL11A1/CDON/ANXA4/COL3A1/PLPP3/ACVR2A/NEK7/KCNMA1,3.3068390467345026
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,95,1.74519970246644,0.000107494283796575,0.000537471418982874,0.000181043004288968,4222,"tags=43%, list=11%, signal=38%",B2M/IFITM3/TXNIP/IFITM2/CD74/IFI27/LY6E/HLA-C/LPAR6/BST2/PSME1/ADAR/IFI44L/ELF1/IRF1/LGALS3BP/GBP4/PSMB9/IRF2/PLSCR1/TRAFD1/C1S/PSMB8/MVB12A/IFIH1/EIF2AK2/STAT2/PARP9/SAMD9L/UBE2L6/IFI44/NMI/ISG15/CNP/CSF1/PARP14/IFITM1/TRIM21/PSME2/IFI35/CXCL11,3.2696446251947755
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,197,1.60080289409324,0.000185706189595426,0.000844119043615574,0.000284334835744193,5629,"tags=36%, list=15%, signal=31%",ISG20L2/FKBP5/FOS/AKAP1/SVIL/BAG1/PDLIM3/DYNLT3/RETREG1/ABLIM1/HES1/RAB31/SLC7A2/DHRS3/PRSS23/ABHD2/IL6ST/FHL2/AFF1/CXCL12/BLVRB/SLC16A1/ELF1/TJP3/KRT15/ENDOD1/MAPT/CCND1/ABCA3/IGFBP4/MYC/NBL1/SLC1A4/DLC1/AR/TIPARP/CD44/ELOVL2/TOB1/B4GALT1/KLF10/SCARB1/SIAH2/ITPK1/CANT1/MINDY1/MED13L/AMFR/FLNB/RARA/BCL2/THSD4/ELOVL5/OLFML3/MYB/RHOBTB3/MSMB/RET/PODXL/TGM2/OLFM1/GLA/BHLHE40/UGCG/JAK2/UNC119/PAPSS2/INPP5F/HSPB8/NAV2/NADSYN1,3.0735963017871053
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_ADIPOGENESIS,Adipogenesis,197,1.58484668756019,0.000258018129701607,0.000943558937990902,0.000317830379112725,3526,"tags=37%, list=9%, signal=33%",SPARCL1/GPX3/MYLK/MGST3/CAVIN1/SOD1/SNCG/MGLL/ADIG/IDH3G/CD151/PRDX3/COX7B/UBC/NDUFB7/REEP6/STOM/COX8A/SCP2/HADH/GPX4/COL4A1/GPD2/ATP1B3/RIOK3/CYC1/PEMT/COL15A1/DHRS7/BAZ2A/CD36/ALDH2/RAB34/YWHAG/TALDO1/TKT/AGPAT3/UQCRC1/GPAT4/MDH2/GADD45A/ITIH5/APLP2/ADIPOR2/LIFR/APOE/FABP4/LAMA4/CAVIN2/IFNGR1/SORBS1/NDUFS3/RTN3/SDHC/ACLY/RNF11/ELOVL6/LIPE/SSPN/TOB1/SLC25A1/G3BP2/OMD/CHUK/JAGN1/PLIN2/GHITM/SCARB1/MAP4K3/ECHS1/ECH1/FZD4,3.0252309670997017
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_ANGIOGENESIS,Angiogenesis,35,1.78402239639268,0.000260787097200438,0.000943558937990902,0.000317830379112725,4013,"tags=46%, list=11%, signal=41%",TIMP1/S100A4/POSTN/JAG1/NRP1/LRPAP1/APP/FSTL1/PDGFA/LUM/CCND2/THBD/COL3A1/FGFR1/TNFRSF21/PTK2,3.0252309670997017
Round_Spermatids,AZFc_Del,AZFc_Del vs Ctrl,HALLMARK_HYPOXIA,Hypoxia,197,1.57765820972958,0.00028306768139727,0.000943558937990902,0.000317830379112725,4148,"tags=37%, list=11%, signal=33%",MT2A/CAV1/DCN/S100A4/DUSP1/ANXA2/CAVIN1/FOS/JUN/BTG1/TPI1/MT1E/KLF6/BGN/ZFP36/CDKN1C/MYH9/GPI/SERPINE1/HK1/CAVIN3/PAM/WSB1/PGK1/MXI1/CSRP2/PNRC1/CDKN1A/PDK3/JMJD6/RORA/PPP1R15A/BNIP3L/GLRX/TES/CITED2/LARGE1/ERRFI1/ENO2/PFKP/MAP3K1/IDS/ATF3/GAA/F3/SELENBP1/ETS1/COL5A1/ANKZF1/TIPARP/DTNA/ENO1/EFNA1/SLC25A1/PPARGC1A/PLIN2/EGFR/IGFBP3/PRDX5/NFIL3/SCARB1/CDKN1B/SIAH2/KLF7/KLHL24/PPP1R3C/RBPJ/AK4/NDST1/HS3ST1/VHL/CHST3/BCL2,3.0252309670997017
